fold,test_gp,rmse,mae,r2,train_rows,test_rows
1,Japan,17.204530476047495,16.57620459252521,-2.1088529008858323,3080,956
2,Monaco,52.32868103382759,51.79456061278104,-17.579842276144003,2194,1842
3,Silverstone,8.781399682995433,5.198272381019899,0.6527698288389527,2798,1238
