fold,test_gp,rmse,mae,r2,train_rows,test_rows
1,Japan,9.178848623373305,4.713498654006728,0.19919570221201188,3080,956
2,Monaco,12.859315405333193,8.524249035042024,-0.12132776233170639,2194,1842
3,Silverstone,13.294624054020993,10.820687189601351,0.1894785666065435,2798,1238
