fold,test_gp,rmse,mae,r2,train_rows,test_rows
1,Japan,7.42508494354084,6.334420596007024,0.4209482528907592,3080,956
2,Monaco,51.063951966325305,50.65574360532481,-16.692585056883512,2194,1842
3,Silverstone,7.274879244075699,6.615503634599183,0.7616903969199424,2798,1238
