feature,importance
TrackStatus,0.27803287
lap_time_delta,0.24413495
session_code_encoded,0.073801085
is_raining,0.05998851
Position,0.05989053
CompoundEncoded,0.05762198
Rainfall,0.051002618
lap_time_mean_3,0.0494741
TyreLife,0.022191765
Pressure,0.018253928
stint_progress,0.017414939
Humidity,0.016489988
tyre_ratio,0.01490098
TrackTemp,0.014429034
AirTemp,0.013542489
WindSpeed,0.0063877967
team_encoded,0.0024424407
