year,gp,Driver,Team,grid_position,quali_position,driver_last_lap,race_total_laps,lap_completion_pct,dnf,dnf_rate_driver,dnf_rate_team,dnf_rate_gp,regulation_era
2022,Austrian Grand Prix,PER,Red Bull Racing,13.0,13.0,24,71,0.3380281690140845,1,0.0,0.25,0.09090909090909091,0
2022,Austrian Grand Prix,RIC,McLaren,16.0,16.0,70,71,0.9859154929577465,0,0.0,0.0,0.16666666666666666,0
2022,Austrian Grand Prix,RUS,Mercedes,4.0,4.0,71,71,1.0,0,0.0,0.0,0.15384615384615385,0
2022,Austrian Grand Prix,SAI,Ferrari,3.0,3.0,57,71,0.8028169014084507,1,0.5,0.2,0.14285714285714285,0
2022,Austrian Grand Prix,STR,Aston Martin,17.0,17.0,70,71,0.9859154929577465,0,0.0,0.25,0.2,0
2022,Austrian Grand Prix,TSU,AlphaTauri,14.0,14.0,70,71,0.9859154929577465,0,0.0,0.0,0.1875,0
2022,Austrian Grand Prix,VER,Red Bull Racing,1.0,1.0,71,71,1.0,0,0.5,0.4,0.17647058823529413,0
2022,Austrian Grand Prix,VET,Aston Martin,20.0,20.0,70,71,0.9859154929577465,0,0.5,0.2,0.16666666666666666,0
2022,Austrian Grand Prix,ZHO,Alfa Romeo,18.0,18.0,70,71,0.9859154929577465,0,0.0,0.0,0.15789473684210525,0
2022,Azerbaijan Grand Prix,ALB,Williams,17.0,17.0,50,51,0.9803921568627451,0,0.0,0.16666666666666666,,0
2022,Azerbaijan Grand Prix,ALO,Alpine,10.0,10.0,51,51,1.0,0,0.3333333333333333,0.16666666666666666,0.0,0
2022,Azerbaijan Grand Prix,BOT,Alfa Romeo,15.0,15.0,50,51,0.9803921568627451,0,0.0,0.0,0.0,0
2022,Azerbaijan Grand Prix,GAS,AlphaTauri,6.0,6.0,51,51,1.0,0,0.0,0.0,0.0,0
2022,Azerbaijan Grand Prix,HAM,Mercedes,7.0,7.0,51,51,1.0,0,0.0,0.0,0.0,0
2022,Azerbaijan Grand Prix,LAT,Williams,18.0,18.0,50,51,0.9803921568627451,0,0.3333333333333333,0.14285714285714285,0.0,0
2022,Azerbaijan Grand Prix,LEC,Ferrari,1.0,1.0,21,51,0.4117647058823529,1,0.0,0.3333333333333333,0.0,0
2022,Azerbaijan Grand Prix,MAG,Haas F1 Team,16.0,16.0,32,51,0.6274509803921569,1,0.0,0.0,0.14285714285714285,0
2022,Azerbaijan Grand Prix,MSC,Haas F1 Team,20.0,20.0,50,51,0.9803921568627451,0,0.0,0.14285714285714285,0.25,0
2022,Azerbaijan Grand Prix,NOR,McLaren,11.0,11.0,51,51,1.0,0,0.0,0.0,0.2222222222222222,0
2022,Azerbaijan Grand Prix,OCO,Alpine,13.0,13.0,51,51,1.0,0,0.0,0.14285714285714285,0.2,0
2022,Azerbaijan Grand Prix,PER,Red Bull Racing,2.0,2.0,51,51,1.0,0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0
2022,Azerbaijan Grand Prix,RIC,McLaren,12.0,12.0,51,51,1.0,0,0.0,0.0,0.16666666666666666,0
2022,Azerbaijan Grand Prix,RUS,Mercedes,5.0,5.0,51,51,1.0,0,0.0,0.0,0.15384615384615385,0
2022,Azerbaijan Grand Prix,SAI,Ferrari,4.0,4.0,9,51,0.17647058823529413,1,0.6666666666666666,0.42857142857142855,0.14285714285714285,0
2022,Azerbaijan Grand Prix,STR,Aston Martin,19.0,19.0,46,51,0.9019607843137255,0,0.0,0.16666666666666666,0.2,0
2022,Azerbaijan Grand Prix,TSU,AlphaTauri,8.0,8.0,50,51,0.9803921568627451,0,0.0,0.0,0.1875,0
2022,Azerbaijan Grand Prix,VER,Red Bull Racing,3.0,3.0,51,51,1.0,0,0.3333333333333333,0.2857142857142857,0.17647058823529413,0
2022,Azerbaijan Grand Prix,VET,Aston Martin,9.0,9.0,51,51,1.0,0,0.3333333333333333,0.14285714285714285,0.16666666666666666,0
2022,Azerbaijan Grand Prix,ZHO,Alfa Romeo,14.0,14.0,23,51,0.45098039215686275,1,0.0,0.0,0.15789473684210525,0
2022,Bahrain Grand Prix,ALB,Williams,14.0,14.0,57,57,1.0,0,0.0,0.125,,0
2022,Bahrain Grand Prix,ALO,Alpine,8.0,8.0,57,57,1.0,0,0.25,0.125,0.0,0
2022,Bahrain Grand Prix,BOT,Alfa Romeo,6.0,6.0,57,57,1.0,0,0.0,0.125,0.0,0
2022,Bahrain Grand Prix,GAS,AlphaTauri,10.0,10.0,45,57,0.7894736842105263,1,0.0,0.0,0.0,0
2022,Bahrain Grand Prix,HAM,Mercedes,5.0,5.0,57,57,1.0,0,0.0,0.0,0.25,0
2022,Bahrain Grand Prix,HUL,Aston Martin,17.0,17.0,57,57,1.0,0,,0.125,0.2,0
2022,Bahrain Grand Prix,LAT,Williams,20.0,20.0,57,57,1.0,0,0.25,0.1111111111111111,0.16666666666666666,0
2022,Bahrain Grand Prix,LEC,Ferrari,1.0,1.0,57,57,1.0,0,0.25,0.5,0.14285714285714285,0
2022,Bahrain Grand Prix,MAG,Haas F1 Team,7.0,7.0,57,57,1.0,0,0.25,0.125,0.125,0
2022,Bahrain Grand Prix,MSC,Haas F1 Team,12.0,12.0,57,57,1.0,0,0.0,0.1111111111111111,0.1111111111111111,0
2022,Bahrain Grand Prix,NOR,McLaren,13.0,13.0,57,57,1.0,0,0.0,0.0,0.1,0
2022,Bahrain Grand Prix,OCO,Alpine,11.0,11.0,57,57,1.0,0,0.0,0.1111111111111111,0.09090909090909091,0
2022,Bahrain Grand Prix,PER,Red Bull Racing,4.0,4.0,57,57,1.0,0,0.25,0.25,0.08333333333333333,0
2022,Bahrain Grand Prix,RIC,McLaren,18.0,18.0,57,57,1.0,0,0.0,0.0,0.07692307692307693,0
2022,Bahrain Grand Prix,RUS,Mercedes,9.0,9.0,57,57,1.0,0,0.0,0.0,0.07142857142857142,0
2022,Bahrain Grand Prix,SAI,Ferrari,3.0,3.0,57,57,1.0,0,0.75,0.4444444444444444,0.06666666666666667,0
2022,Bahrain Grand Prix,STR,Aston Martin,19.0,19.0,57,57,1.0,0,0.0,0.1111111111111111,0.0625,0
2022,Bahrain Grand Prix,TSU,AlphaTauri,16.0,16.0,57,57,1.0,0,0.0,0.1111111111111111,0.058823529411764705,0
2022,Bahrain Grand Prix,VER,Red Bull Racing,2.0,2.0,54,57,0.9473684210526315,0,0.25,0.2222222222222222,0.05555555555555555,0
2022,Bahrain Grand Prix,ZHO,Alfa Romeo,15.0,15.0,57,57,1.0,0,0.25,0.1111111111111111,0.05263157894736842,0
2022,Belgian Grand Prix,ALB,Williams,9.0,9.0,44,44,1.0,0,0.0,0.1,,0
2022,Belgian Grand Prix,ALO,Alpine,6.0,6.0,44,44,1.0,0,0.2,0.1,0.0,0
2022,Belgian Grand Prix,BOT,Alfa Romeo,20.0,20.0,2,44,0.045454545454545456,1,0.0,0.1,0.0,0
2022,Belgian Grand Prix,GAS,AlphaTauri,12.0,12.0,44,44,1.0,0,0.2,0.1,0.3333333333333333,0
2022,Belgian Grand Prix,HAM,Mercedes,7.0,7.0,1,44,0.022727272727272728,1,0.0,0.0,0.25,0
2022,Belgian Grand Prix,LAT,Williams,17.0,17.0,43,44,0.9772727272727273,0,0.2,0.09090909090909091,0.4,0
2022,Belgian Grand Prix,LEC,Ferrari,4.0,4.0,44,44,1.0,0,0.2,0.4,0.3333333333333333,0
2022,Belgian Grand Prix,MAG,Haas F1 Team,18.0,18.0,43,44,0.9772727272727273,0,0.2,0.1,0.2857142857142857,0
2022,Belgian Grand Prix,MSC,Haas F1 Team,15.0,15.0,43,44,0.9772727272727273,0,0.0,0.09090909090909091,0.25,0
2022,Belgian Grand Prix,NOR,McLaren,10.0,10.0,44,44,1.0,0,0.0,0.0,0.2222222222222222,0
2022,Belgian Grand Prix,OCO,Alpine,5.0,5.0,44,44,1.0,0,0.0,0.09090909090909091,0.2,0
2022,Belgian Grand Prix,PER,Red Bull Racing,3.0,3.0,44,44,1.0,0,0.2,0.2,0.18181818181818182,0
2022,Belgian Grand Prix,RIC,McLaren,11.0,11.0,44,44,1.0,0,0.0,0.0,0.16666666666666666,0
2022,Belgian Grand Prix,RUS,Mercedes,8.0,8.0,44,44,1.0,0,0.0,0.09090909090909091,0.15384615384615385,0
2022,Belgian Grand Prix,SAI,Ferrari,2.0,2.0,44,44,1.0,0,0.6,0.36363636363636365,0.14285714285714285,0
2022,Belgian Grand Prix,STR,Aston Martin,14.0,14.0,44,44,1.0,0,0.0,0.1,0.13333333333333333,0
2022,Belgian Grand Prix,TSU,AlphaTauri,19.0,19.0,44,44,1.0,0,0.0,0.09090909090909091,0.125,0
2022,Belgian Grand Prix,VER,Red Bull Racing,1.0,1.0,44,44,1.0,0,0.2,0.18181818181818182,0.11764705882352941,0
2022,Belgian Grand Prix,VET,Aston Martin,16.0,16.0,44,44,1.0,0,0.25,0.09090909090909091,0.1111111111111111,0
2022,Belgian Grand Prix,ZHO,Alfa Romeo,13.0,13.0,44,44,1.0,0,0.2,0.18181818181818182,0.10526315789473684,0
2022,British Grand Prix,ALB,Williams,16.0,16.0,1,52,0.019230769230769232,1,0.0,0.08333333333333333,,0
2022,British Grand Prix,ALO,Alpine,7.0,7.0,52,52,1.0,0,0.16666666666666666,0.08333333333333333,1.0,0
2022,British Grand Prix,BOT,Alfa Romeo,12.0,12.0,20,52,0.38461538461538464,1,0.16666666666666666,0.16666666666666666,0.5,0
2022,British Grand Prix,GAS,AlphaTauri,11.0,11.0,26,52,0.5,1,0.16666666666666666,0.08333333333333333,0.6666666666666666,0
2022,British Grand Prix,HAM,Mercedes,5.0,5.0,52,52,1.0,0,0.16666666666666666,0.08333333333333333,0.75,0
2022,British Grand Prix,LAT,Williams,10.0,10.0,52,52,1.0,0,0.16666666666666666,0.15384615384615385,0.6,0
2022,British Grand Prix,LEC,Ferrari,3.0,3.0,52,52,1.0,0,0.16666666666666666,0.3333333333333333,0.5,0
2022,British Grand Prix,MAG,Haas F1 Team,17.0,17.0,52,52,1.0,0,0.16666666666666666,0.08333333333333333,0.42857142857142855,0
2022,British Grand Prix,MSC,Haas F1 Team,19.0,19.0,52,52,1.0,0,0.0,0.07692307692307693,0.375,0
2022,British Grand Prix,NOR,McLaren,6.0,6.0,52,52,1.0,0,0.0,0.0,0.3333333333333333,0
2022,British Grand Prix,OCO,Alpine,15.0,15.0,38,52,0.7307692307692307,1,0.0,0.07692307692307693,0.3,0
2022,British Grand Prix,PER,Red Bull Racing,4.0,4.0,52,52,1.0,0,0.16666666666666666,0.16666666666666666,0.36363636363636365,0
2022,British Grand Prix,RIC,McLaren,14.0,14.0,52,52,1.0,0,0.0,0.0,0.3333333333333333,0
2022,British Grand Prix,RUS,Mercedes,8.0,8.0,1,52,0.019230769230769232,1,0.0,0.07692307692307693,0.3076923076923077,0
2022,British Grand Prix,SAI,Ferrari,1.0,1.0,52,52,1.0,0,0.5,0.3076923076923077,0.35714285714285715,0
2022,British Grand Prix,STR,Aston Martin,20.0,20.0,52,52,1.0,0,0.0,0.08333333333333333,0.3333333333333333,0
2022,British Grand Prix,TSU,AlphaTauri,13.0,13.0,52,52,1.0,0,0.0,0.15384615384615385,0.3125,0
2022,British Grand Prix,VER,Red Bull Racing,2.0,2.0,52,52,1.0,0,0.16666666666666666,0.15384615384615385,0.29411764705882354,0
2022,British Grand Prix,VET,Aston Martin,18.0,18.0,52,52,1.0,0,0.2,0.07692307692307693,0.2777777777777778,0
2022,British Grand Prix,ZHO,Alfa Romeo,9.0,9.0,1,52,0.019230769230769232,1,0.16666666666666666,0.23076923076923078,0.2631578947368421,0
2022,Canadian Grand Prix,ALB,Williams,12.0,12.0,70,70,1.0,0,0.14285714285714285,0.14285714285714285,,0
2022,Canadian Grand Prix,ALO,Alpine,2.0,2.0,70,70,1.0,0,0.14285714285714285,0.14285714285714285,0.0,0
2022,Canadian Grand Prix,BOT,Alfa Romeo,11.0,11.0,70,70,1.0,0,0.2857142857142857,0.2857142857142857,0.0,0
2022,Canadian Grand Prix,GAS,AlphaTauri,16.0,16.0,70,70,1.0,0,0.2857142857142857,0.14285714285714285,0.0,0
2022,Canadian Grand Prix,HAM,Mercedes,4.0,4.0,70,70,1.0,0,0.14285714285714285,0.14285714285714285,0.0,0
2022,Canadian Grand Prix,LAT,Williams,19.0,19.0,70,70,1.0,0,0.14285714285714285,0.13333333333333333,0.0,0
2022,Canadian Grand Prix,LEC,Ferrari,15.0,15.0,70,70,1.0,0,0.14285714285714285,0.2857142857142857,0.0,0
2022,Canadian Grand Prix,MAG,Haas F1 Team,5.0,5.0,70,70,1.0,0,0.14285714285714285,0.07142857142857142,0.0,0
2022,Canadian Grand Prix,MSC,Haas F1 Team,6.0,6.0,19,70,0.2714285714285714,1,0.0,0.06666666666666667,0.0,0
2022,Canadian Grand Prix,NOR,McLaren,14.0,14.0,70,70,1.0,0,0.0,0.0,0.1111111111111111,0
2022,Canadian Grand Prix,OCO,Alpine,7.0,7.0,70,70,1.0,0,0.14285714285714285,0.13333333333333333,0.1,0
2022,Canadian Grand Prix,PER,Red Bull Racing,13.0,13.0,8,70,0.11428571428571428,1,0.14285714285714285,0.14285714285714285,0.09090909090909091,0
2022,Canadian Grand Prix,RIC,McLaren,9.0,9.0,70,70,1.0,0,0.0,0.0,0.16666666666666666,0
2022,Canadian Grand Prix,RUS,Mercedes,8.0,8.0,70,70,1.0,0,0.14285714285714285,0.13333333333333333,0.15384615384615385,0
2022,Canadian Grand Prix,SAI,Ferrari,3.0,3.0,70,70,1.0,0,0.42857142857142855,0.26666666666666666,0.14285714285714285,0
2022,Canadian Grand Prix,STR,Aston Martin,18.0,18.0,70,70,1.0,0,0.0,0.07142857142857142,0.13333333333333333,0
2022,Canadian Grand Prix,TSU,AlphaTauri,20.0,20.0,47,70,0.6714285714285714,1,0.0,0.13333333333333333,0.125,0
2022,Canadian Grand Prix,VER,Red Bull Racing,1.0,1.0,70,70,1.0,0,0.14285714285714285,0.2,0.17647058823529413,0
2022,Canadian Grand Prix,VET,Aston Martin,17.0,17.0,70,70,1.0,0,0.16666666666666666,0.06666666666666667,0.16666666666666666,0
2022,Canadian Grand Prix,ZHO,Alfa Romeo,10.0,10.0,70,70,1.0,0,0.2857142857142857,0.26666666666666666,0.15789473684210525,0
2022,Dutch Grand Prix,ALB,Williams,15.0,15.0,72,72,1.0,0,0.125,0.125,,0
2022,Dutch Grand Prix,ALO,Alpine,13.0,13.0,72,72,1.0,0,0.125,0.125,0.0,0
2022,Dutch Grand Prix,BOT,Alfa Romeo,16.0,16.0,54,72,0.75,1,0.25,0.25,0.0,0
2022,Dutch Grand Prix,GAS,AlphaTauri,11.0,11.0,72,72,1.0,0,0.25,0.1875,0.3333333333333333,0
2022,Dutch Grand Prix,HAM,Mercedes,4.0,4.0,72,72,1.0,0,0.125,0.125,0.25,0
2022,Dutch Grand Prix,LAT,Williams,20.0,20.0,71,72,0.9861111111111112,0,0.125,0.11764705882352941,0.2,0
2022,Dutch Grand Prix,LEC,Ferrari,2.0,2.0,72,72,1.0,0,0.125,0.25,0.16666666666666666,0
2022,Dutch Grand Prix,MAG,Haas F1 Team,18.0,18.0,72,72,1.0,0,0.125,0.125,0.14285714285714285,0
2022,Dutch Grand Prix,MSC,Haas F1 Team,8.0,8.0,72,72,1.0,0,0.125,0.11764705882352941,0.125,0
2022,Dutch Grand Prix,NOR,McLaren,7.0,7.0,72,72,1.0,0,0.0,0.0,0.1111111111111111,0
2022,Dutch Grand Prix,OCO,Alpine,12.0,12.0,72,72,1.0,0,0.125,0.11764705882352941,0.1,0
2022,Dutch Grand Prix,PER,Red Bull Racing,5.0,5.0,72,72,1.0,0,0.25,0.1875,0.09090909090909091,0
2022,Dutch Grand Prix,RIC,McLaren,17.0,17.0,72,72,1.0,0,0.0,0.0,0.08333333333333333,0
2022,Dutch Grand Prix,RUS,Mercedes,6.0,6.0,72,72,1.0,0,0.125,0.11764705882352941,0.07692307692307693,0
2022,Dutch Grand Prix,SAI,Ferrari,3.0,3.0,72,72,1.0,0,0.375,0.23529411764705882,0.07142857142857142,0
2022,Dutch Grand Prix,STR,Aston Martin,10.0,10.0,72,72,1.0,0,0.0,0.0625,0.06666666666666667,0
2022,Dutch Grand Prix,TSU,AlphaTauri,9.0,9.0,43,72,0.5972222222222222,1,0.125,0.17647058823529413,0.0625,0
2022,Dutch Grand Prix,VER,Red Bull Racing,1.0,1.0,72,72,1.0,0,0.125,0.17647058823529413,0.11764705882352941,0
2022,Dutch Grand Prix,VET,Aston Martin,19.0,19.0,72,72,1.0,0,0.14285714285714285,0.058823529411764705,0.1111111111111111,0
2022,Dutch Grand Prix,ZHO,Alfa Romeo,14.0,14.0,72,72,1.0,0,0.25,0.29411764705882354,0.10526315789473684,0
