Driver,DriverNumber,Team,LapNumber,Stint,Compound,TyreLife,Position,LapTime,Sector1Time,Sector2Time,Sector3Time,TrackStatus,year,gp,session_code,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,CompoundEncoded,lap_time_mean_3,lap_time_delta,tyre_ratio,stint_progress,is_raining
MAG,20,Haas F1 Team,51.0,4.0,SOFT,11.0,14.0,98.157,31.364,42.723,24.07,1,2023,Bahrain Grand Prix,R,0 days 02:27:46.013000,26.3,21.0,1017.2,0,28.9,0,0.3,0,98.07033333333334,-0.15800000000000125,0.6875,0.6875,0
MAG,20,Haas F1 Team,52.0,4.0,SOFT,12.0,14.0,97.963,31.275,42.598,24.09,1,2023,Bahrain Grand Prix,R,0 days 02:28:46.043000,26.3,21.0,1017.4,0,28.9,0,0.0,0,98.145,-0.19400000000000261,0.75,0.75,0
MAG,20,Haas F1 Team,53.0,4.0,SOFT,13.0,14.0,97.982,31.324,42.612,24.046,1,2023,Bahrain Grand Prix,R,0 days 02:30:46.009000,26.3,21.0,1017.2,0,28.8,38,0.4,0,98.03399999999999,0.019000000000005457,0.8125,0.8125,0
MAG,20,Haas F1 Team,54.0,4.0,SOFT,14.0,14.0,99.651,31.272,42.695,25.684,1,2023,Bahrain Grand Prix,R,0 days 02:32:46.023000,26.3,21.0,1017.4,0,28.8,0,0.0,0,98.532,1.668999999999997,0.875,0.875,0
MAG,20,Haas F1 Team,55.0,4.0,SOFT,15.0,13.0,98.446,31.366,42.971,24.109,1,2023,Bahrain Grand Prix,R,0 days 02:33:46.022000,26.2,21.0,1017.4,0,28.8,95,0.5,0,98.69299999999998,-1.2049999999999983,0.9375,0.9375,0
MAG,20,Haas F1 Team,56.0,4.0,SOFT,16.0,13.0,98.779,31.633,42.882,24.264,1,2023,Bahrain Grand Prix,R,0 days 02:35:46.035000,26.3,21.0,1017.4,0,28.7,116,0.6,0,98.95866666666666,0.3329999999999984,1.0,1.0,0
DEV,21,AlphaTauri,1.0,1.0,SOFT,1.0,20.0,109.959,0.0,46.835,25.179,12,2023,Bahrain Grand Prix,R,0 days 01:02:45.730000,27.3,22.0,1016.7,0,31.2,226,0.5,0,0.0,0.0,0.034482758620689655,0.09090909090909091,0
DEV,21,AlphaTauri,2.0,1.0,SOFT,2.0,20.0,101.289,32.136,44.304,24.849,21,2023,Bahrain Grand Prix,R,0 days 01:04:45.759000,27.3,22.0,1016.7,0,31.1,208,0.0,0,0.0,-8.670000000000002,0.06896551724137931,0.18181818181818182,0
DEV,21,AlphaTauri,3.0,1.0,SOFT,3.0,19.0,100.914,31.761,44.368,24.785,1,2023,Bahrain Grand Prix,R,0 days 01:06:45.757000,27.3,22.0,1016.7,0,31.2,170,0.6,0,104.05400000000002,-0.375,0.10344827586206896,0.2727272727272727,0
DEV,21,AlphaTauri,4.0,1.0,SOFT,4.0,19.0,100.373,31.611,43.9,24.862,1,2023,Bahrain Grand Prix,R,0 days 01:08:45.755000,27.2,22.0,1016.9,0,31.1,236,0.8,0,100.85866666666668,-0.5409999999999968,0.13793103448275862,0.36363636363636365,0
DEV,21,AlphaTauri,5.0,1.0,SOFT,5.0,19.0,100.63,31.428,44.155,25.047,1,2023,Bahrain Grand Prix,R,0 days 01:09:45.754000,27.2,22.0,1016.7,0,31.0,206,1.0,0,100.63900000000001,0.2569999999999908,0.1724137931034483,0.45454545454545453,0
DEV,21,AlphaTauri,6.0,1.0,SOFT,6.0,19.0,101.125,31.563,44.451,25.111,1,2023,Bahrain Grand Prix,R,0 days 01:11:45.751000,27.1,22.0,1016.9,0,31.0,175,0.6,0,100.70933333333333,0.49500000000000455,0.20689655172413793,0.5454545454545454,0
DEV,21,AlphaTauri,7.0,1.0,SOFT,7.0,19.0,101.166,31.511,44.638,25.017,1,2023,Bahrain Grand Prix,R,0 days 01:13:45.765000,27.1,21.0,1016.9,0,30.9,197,0.6,0,100.97366666666666,0.04099999999999682,0.2413793103448276,0.6363636363636364,0
DEV,21,AlphaTauri,8.0,1.0,SOFT,8.0,19.0,101.23,31.601,44.514,25.115,1,2023,Bahrain Grand Prix,R,0 days 01:14:45.764000,27.1,21.0,1016.9,0,30.9,173,1.0,0,101.17366666666668,0.06400000000000716,0.27586206896551724,0.7272727272727273,0
DEV,21,AlphaTauri,9.0,1.0,SOFT,9.0,18.0,101.573,31.817,44.54,25.216,1,2023,Bahrain Grand Prix,R,0 days 01:16:45.809000,27.2,21.0,1016.9,0,30.8,193,0.6,0,101.323,0.3429999999999893,0.3103448275862069,0.8181818181818182,0
DEV,21,AlphaTauri,10.0,1.0,SOFT,10.0,18.0,101.666,31.78,44.807,25.079,1,2023,Bahrain Grand Prix,R,0 days 01:18:45.822000,27.1,21.0,1016.9,0,30.8,195,0.8,0,101.48966666666666,0.09300000000000352,0.3448275862068966,0.9090909090909091,0
DEV,21,AlphaTauri,11.0,1.0,SOFT,11.0,17.0,105.46,32.072,44.715,28.673,1,2023,Bahrain Grand Prix,R,0 days 01:19:45.836000,27.2,21.0,1016.9,0,30.6,155,0.6,0,102.89966666666665,3.793999999999997,0.3793103448275862,1.0,0
DEV,21,AlphaTauri,12.0,2.0,HARD,1.0,19.0,121.184,53.538,43.459,24.187,1,2023,Bahrain Grand Prix,R,0 days 01:21:45.834000,27.1,21.0,1016.9,0,30.6,178,1.2,2,109.43666666666667,15.724000000000004,0.034482758620689655,0.0625,0
DEV,21,AlphaTauri,13.0,2.0,HARD,2.0,18.0,98.924,31.468,43.189,24.267,1,2023,Bahrain Grand Prix,R,0 days 01:23:45.832000,27.1,21.0,1016.9,0,30.5,152,0.8,2,108.52266666666667,-22.25999999999999,0.06896551724137931,0.125,0
DEV,21,AlphaTauri,14.0,2.0,HARD,3.0,17.0,98.829,31.383,43.082,24.364,1,2023,Bahrain Grand Prix,R,0 days 01:25:45.830000,27.1,21.0,1016.9,0,30.5,141,0.8,2,106.31233333333334,-0.09500000000001307,0.10344827586206896,0.1875,0
DEV,21,AlphaTauri,15.0,2.0,HARD,4.0,17.0,98.868,31.425,43.124,24.319,1,2023,Bahrain Grand Prix,R,0 days 01:26:45.829000,27.1,21.0,1016.9,0,30.5,187,0.6,2,98.87366666666667,0.03900000000000148,0.13793103448275862,0.25,0
DEV,21,AlphaTauri,16.0,2.0,HARD,5.0,15.0,99.127,31.487,43.229,24.411,1,2023,Bahrain Grand Prix,R,0 days 01:28:45.827000,27.0,21.0,1017.0,0,30.4,178,0.8,2,98.94133333333332,0.25900000000000034,0.1724137931034483,0.3125,0
DEV,21,AlphaTauri,17.0,2.0,HARD,6.0,14.0,98.996,31.498,43.126,24.372,1,2023,Bahrain Grand Prix,R,0 days 01:30:45.856000,27.0,21.0,1017.0,0,30.3,208,0.6,2,98.997,-0.13100000000000023,0.20689655172413793,0.375,0
DEV,21,AlphaTauri,18.0,2.0,HARD,7.0,14.0,99.054,31.426,43.327,24.301,1,2023,Bahrain Grand Prix,R,0 days 01:31:45.839000,27.0,21.0,1017.0,0,30.3,197,0.6,2,99.05899999999998,0.058000000000006935,0.2413793103448276,0.4375,0
DEV,21,AlphaTauri,19.0,2.0,HARD,8.0,14.0,99.078,31.442,43.253,24.383,1,2023,Bahrain Grand Prix,R,0 days 01:33:45.852000,26.9,20.0,1017.0,0,30.3,174,0.6,2,99.04266666666666,0.02400000000000091,0.27586206896551724,0.5,0
DEV,21,AlphaTauri,20.0,2.0,HARD,9.0,14.0,99.182,31.442,43.332,24.408,1,2023,Bahrain Grand Prix,R,0 days 01:35:45.835000,26.9,21.0,1017.0,0,30.2,239,0.4,2,99.10466666666667,0.1039999999999992,0.3103448275862069,0.5625,0
DEV,21,AlphaTauri,21.0,2.0,HARD,10.0,14.0,99.182,31.508,43.309,24.365,1,2023,Bahrain Grand Prix,R,0 days 01:36:45.834000,26.9,21.0,1017.0,0,30.1,182,0.6,2,99.14733333333334,0.0,0.3448275862068966,0.625,0
DEV,21,AlphaTauri,22.0,2.0,HARD,11.0,14.0,99.296,31.572,43.328,24.396,1,2023,Bahrain Grand Prix,R,0 days 01:38:45.831000,26.8,21.0,1017.0,0,30.0,183,0.4,2,99.22000000000001,0.11400000000000432,0.3793103448275862,0.6875,0
DEV,21,AlphaTauri,23.0,2.0,HARD,12.0,14.0,99.542,31.637,43.479,24.426,1,2023,Bahrain Grand Prix,R,0 days 01:40:45.845000,26.7,21.0,1017.0,0,29.9,217,0.4,2,99.33999999999999,0.2459999999999951,0.41379310344827586,0.75,0
DEV,21,AlphaTauri,24.0,2.0,HARD,13.0,14.0,99.807,31.847,43.493,24.467,1,2023,Bahrain Grand Prix,R,0 days 01:41:45.828000,26.7,21.0,1017.0,0,29.9,199,0.8,2,99.54833333333333,0.26500000000000057,0.4482758620689655,0.8125,0
DEV,21,AlphaTauri,25.0,2.0,HARD,14.0,15.0,100.96,32.101,44.14,24.719,1,2023,Bahrain Grand Prix,R,0 days 01:43:45.826000,26.7,21.0,1016.9,0,29.9,180,0.6,2,100.103,1.1529999999999916,0.4827586206896552,0.875,0
DEV,21,AlphaTauri,26.0,2.0,HARD,15.0,14.0,99.97,31.698,43.692,24.58,1,2023,Bahrain Grand Prix,R,0 days 01:45:45.855000,26.7,21.0,1017.0,0,29.9,186,0.6,2,100.24566666666665,-0.9899999999999949,0.5172413793103449,0.9375,0
DEV,21,AlphaTauri,27.0,2.0,HARD,16.0,12.0,102.309,31.644,43.489,27.176,1,2023,Bahrain Grand Prix,R,0 days 01:46:45.854000,26.8,21.0,1017.0,0,29.9,175,0.6,2,101.07966666666665,2.3389999999999986,0.5517241379310345,1.0,0
DEV,21,AlphaTauri,28.0,3.0,HARD,1.0,16.0,120.083,53.173,42.985,23.925,1,2023,Bahrain Grand Prix,R,0 days 01:48:45.867000,26.7,21.0,1017.0,0,29.9,199,0.8,2,107.454,17.774,0.034482758620689655,0.034482758620689655,0
DEV,21,AlphaTauri,29.0,3.0,HARD,2.0,16.0,98.121,31.275,42.759,24.087,1,2023,Bahrain Grand Prix,R,0 days 01:50:45.896000,26.6,21.0,1017.0,0,29.7,193,0.6,2,106.83766666666666,-21.962000000000003,0.06896551724137931,0.06896551724137931,0
DEV,21,AlphaTauri,30.0,3.0,HARD,3.0,15.0,97.709,31.186,42.605,23.918,1,2023,Bahrain Grand Prix,R,0 days 01:52:45.894000,26.7,21.0,1017.0,0,29.7,228,0.6,2,105.30433333333333,-0.41199999999999193,0.10344827586206896,0.10344827586206896,0
DEV,21,AlphaTauri,31.0,3.0,HARD,4.0,15.0,97.909,31.126,42.804,23.979,1,2023,Bahrain Grand Prix,R,0 days 01:53:45.878000,26.7,21.0,1017.0,0,29.6,154,0.6,2,97.91300000000001,0.20000000000000284,0.13793103448275862,0.13793103448275862,0
DEV,21,AlphaTauri,32.0,3.0,HARD,5.0,15.0,97.902,31.118,42.773,24.011,1,2023,Bahrain Grand Prix,R,0 days 01:55:45.875000,26.7,21.0,1017.0,0,29.6,246,0.6,2,97.84000000000002,-0.007000000000005002,0.1724137931034483,0.1724137931034483,0
DEV,21,AlphaTauri,33.0,3.0,HARD,6.0,14.0,97.933,31.115,42.729,24.089,1,2023,Bahrain Grand Prix,R,0 days 01:57:45.873000,26.7,21.0,1017.0,0,29.6,256,0.5,2,97.91466666666668,0.03100000000000591,0.20689655172413793,0.20689655172413793,0
DEV,21,AlphaTauri,34.0,3.0,HARD,7.0,14.0,98.266,31.226,42.896,24.144,1,2023,Bahrain Grand Prix,R,0 days 01:58:45.903000,26.6,21.0,1017.0,0,29.6,189,0.5,2,98.03366666666666,0.3329999999999984,0.2413793103448276,0.2413793103448276,0
DEV,21,AlphaTauri,35.0,3.0,HARD,8.0,14.0,98.123,31.249,42.716,24.158,1,2023,Bahrain Grand Prix,R,0 days 02:00:45.933000,26.7,21.0,1017.0,0,29.6,192,0.4,2,98.10733333333333,-0.14300000000000068,0.27586206896551724,0.27586206896551724,0
DEV,21,AlphaTauri,36.0,3.0,HARD,9.0,14.0,98.206,31.265,42.791,24.15,1,2023,Bahrain Grand Prix,R,0 days 02:01:45.932000,26.6,21.0,1017.0,0,29.6,179,0.5,2,98.19833333333334,0.08299999999999841,0.3103448275862069,0.3103448275862069,0
DEV,21,AlphaTauri,37.0,3.0,HARD,10.0,14.0,98.423,31.401,42.905,24.117,1,2023,Bahrain Grand Prix,R,0 days 02:03:45.929000,26.6,21.0,1017.0,0,29.5,230,0.4,2,98.25066666666667,0.21699999999999875,0.3448275862068966,0.3448275862068966,0
DEV,21,AlphaTauri,38.0,3.0,HARD,11.0,14.0,98.379,31.355,42.877,24.147,1,2023,Bahrain Grand Prix,R,0 days 02:05:45.958000,26.5,21.0,1017.0,0,29.5,0,0.0,2,98.33600000000001,-0.04399999999999693,0.3793103448275862,0.3793103448275862,0
DEV,21,AlphaTauri,39.0,3.0,HARD,12.0,14.0,98.535,31.31,42.977,24.248,1,2023,Bahrain Grand Prix,R,0 days 02:06:45.958000,26.5,21.0,1017.0,0,29.5,222,0.6,2,98.44566666666667,0.1559999999999917,0.41379310344827586,0.41379310344827586,0
DEV,21,AlphaTauri,40.0,3.0,HARD,13.0,13.0,113.544,31.346,53.363,28.835,126,2023,Bahrain Grand Prix,R,0 days 02:08:45.955000,26.5,21.0,1017.0,0,29.5,0,0.4,2,103.48599999999999,15.009,0.4482758620689655,0.4482758620689655,0
DEV,21,AlphaTauri,41.0,3.0,HARD,14.0,11.0,114.359,44.502,45.772,24.085,671,2023,Bahrain Grand Prix,R,0 days 02:10:45.953000,26.5,21.0,1017.2,0,29.3,0,0.0,2,108.81266666666666,0.8149999999999977,0.4827586206896552,0.4827586206896552,0
DEV,21,AlphaTauri,42.0,3.0,HARD,15.0,12.0,99.873,32.199,43.466,24.208,1,2023,Bahrain Grand Prix,R,0 days 02:12:45.951000,26.4,21.0,1017.2,0,29.3,184,0.0,2,109.25866666666667,-14.48599999999999,0.5172413793103449,0.5172413793103449,0
DEV,21,AlphaTauri,43.0,3.0,HARD,16.0,13.0,100.177,32.026,43.701,24.45,1,2023,Bahrain Grand Prix,R,0 days 02:13:45.965000,26.4,21.0,1017.0,0,29.3,214,0.8,2,104.803,0.30400000000000205,0.5517241379310345,0.5517241379310345,0
DEV,21,AlphaTauri,44.0,3.0,HARD,17.0,14.0,99.588,31.78,43.483,24.325,1,2023,Bahrain Grand Prix,R,0 days 02:15:45.979000,26.4,21.0,1017.0,0,29.2,129,0.3,2,99.87933333333335,-0.5890000000000128,0.5862068965517241,0.5862068965517241,0
DEV,21,AlphaTauri,45.0,3.0,HARD,18.0,14.0,98.889,31.481,43.144,24.264,1,2023,Bahrain Grand Prix,R,0 days 02:17:45.961000,26.4,21.0,1017.0,0,29.1,181,0.6,2,99.55133333333333,-0.6989999999999981,0.6206896551724138,0.6206896551724138,0
DEV,21,AlphaTauri,46.0,3.0,HARD,19.0,14.0,98.871,31.557,43.061,24.253,1,2023,Bahrain Grand Prix,R,0 days 02:18:45.960000,26.4,21.0,1017.2,0,29.1,183,0.0,2,99.11599999999999,-0.018000000000000682,0.6551724137931034,0.6551724137931034,0
DEV,21,AlphaTauri,47.0,3.0,HARD,20.0,14.0,98.921,31.53,43.186,24.205,1,2023,Bahrain Grand Prix,R,0 days 02:20:45.958000,26.4,21.0,1017.2,0,29.0,297,0.0,2,98.89366666666666,0.05000000000001137,0.6896551724137931,0.6896551724137931,0
DEV,21,AlphaTauri,48.0,3.0,HARD,21.0,14.0,100.441,32.523,43.596,24.322,1,2023,Bahrain Grand Prix,R,0 days 02:22:45.956000,26.3,21.0,1017.2,0,29.0,336,0.0,2,99.411,1.519999999999996,0.7241379310344828,0.7241379310344828,0
DEV,21,AlphaTauri,49.0,3.0,HARD,22.0,14.0,98.985,31.508,43.167,24.31,1,2023,Bahrain Grand Prix,R,0 days 02:23:45.970000,26.4,21.0,1017.2,0,29.0,308,0.6,2,99.449,-1.456000000000003,0.7586206896551724,0.7586206896551724,0
DEV,21,AlphaTauri,50.0,3.0,HARD,23.0,14.0,99.089,31.532,43.24,24.317,1,2023,Bahrain Grand Prix,R,0 days 02:25:45.999000,26.3,21.0,1017.2,0,29.0,339,0.0,2,99.505,0.1039999999999992,0.7931034482758621,0.7931034482758621,0
DEV,21,AlphaTauri,51.0,3.0,HARD,24.0,15.0,100.475,32.491,43.49,24.494,1,2023,Bahrain Grand Prix,R,0 days 02:27:46.013000,26.3,21.0,1017.2,0,28.9,0,0.3,2,99.51633333333332,1.3859999999999957,0.8275862068965517,0.8275862068965517,0
DEV,21,AlphaTauri,52.0,3.0,HARD,25.0,15.0,100.33,31.497,44.208,24.625,1,2023,Bahrain Grand Prix,R,0 days 02:28:46.043000,26.3,21.0,1017.4,0,28.9,0,0.0,2,99.96466666666667,-0.14499999999999602,0.8620689655172413,0.8620689655172413,0
DEV,21,AlphaTauri,53.0,3.0,HARD,26.0,15.0,99.15,31.459,43.284,24.407,1,2023,Bahrain Grand Prix,R,0 days 02:30:46.009000,26.3,21.0,1017.2,0,28.8,38,0.4,2,99.985,-1.1799999999999926,0.896551724137931,0.896551724137931,0
DEV,21,AlphaTauri,54.0,3.0,HARD,27.0,15.0,98.885,31.467,43.108,24.31,1,2023,Bahrain Grand Prix,R,0 days 02:32:46.023000,26.3,21.0,1017.4,0,28.8,0,0.0,2,99.455,-0.26500000000000057,0.9310344827586207,0.9310344827586207,0
DEV,21,AlphaTauri,55.0,3.0,HARD,28.0,14.0,99.239,31.445,43.538,24.256,1,2023,Bahrain Grand Prix,R,0 days 02:33:46.022000,26.2,21.0,1017.4,0,28.8,95,0.5,2,99.09133333333334,0.3539999999999992,0.9655172413793104,0.9655172413793104,0
DEV,21,AlphaTauri,56.0,3.0,HARD,29.0,14.0,99.161,31.644,43.211,24.306,1,2023,Bahrain Grand Prix,R,0 days 02:35:46.035000,26.3,21.0,1017.4,0,28.7,116,0.6,2,99.09499999999998,-0.07800000000000296,1.0,1.0,0
TSU,22,AlphaTauri,1.0,1.0,SOFT,1.0,15.0,107.791,0.0,45.884,24.925,12,2023,Bahrain Grand Prix,R,0 days 01:02:45.730000,27.3,22.0,1016.7,0,31.2,226,0.5,0,0.0,0.0,0.05,0.1,0
TSU,22,AlphaTauri,2.0,1.0,SOFT,2.0,15.0,100.837,31.976,43.987,24.874,21,2023,Bahrain Grand Prix,R,0 days 01:04:45.759000,27.3,22.0,1016.7,0,31.1,208,0.0,0,0.0,-6.9539999999999935,0.1,0.2,0
TSU,22,AlphaTauri,3.0,1.0,SOFT,3.0,15.0,100.243,31.699,43.736,24.808,1,2023,Bahrain Grand Prix,R,0 days 01:06:45.757000,27.3,22.0,1016.7,0,31.2,170,0.6,0,102.957,-0.5940000000000083,0.15,0.3,0
TSU,22,AlphaTauri,4.0,1.0,SOFT,4.0,14.0,99.95,31.259,43.59,25.101,1,2023,Bahrain Grand Prix,R,0 days 01:07:45.756000,27.3,22.0,1016.7,0,31.2,204,0.4,0,100.34333333333332,-0.29299999999999216,0.2,0.4,0
TSU,22,AlphaTauri,5.0,1.0,SOFT,5.0,14.0,101.131,31.566,44.562,25.003,1,2023,Bahrain Grand Prix,R,0 days 01:09:45.754000,27.2,22.0,1016.7,0,31.0,206,1.0,0,100.44133333333333,1.1809999999999974,0.25,0.5,0
TSU,22,AlphaTauri,6.0,1.0,SOFT,6.0,14.0,100.886,31.671,44.172,25.043,1,2023,Bahrain Grand Prix,R,0 days 01:11:45.751000,27.1,22.0,1016.9,0,31.0,175,0.6,0,100.65566666666666,-0.24500000000000455,0.3,0.6,0
TSU,22,AlphaTauri,7.0,1.0,SOFT,7.0,14.0,100.952,31.564,44.259,25.129,1,2023,Bahrain Grand Prix,R,0 days 01:13:45.765000,27.1,21.0,1016.9,0,30.9,197,0.6,0,100.98966666666666,0.0660000000000025,0.35,0.7,0
TSU,22,AlphaTauri,8.0,1.0,SOFT,8.0,14.0,100.846,31.566,44.156,25.124,1,2023,Bahrain Grand Prix,R,0 days 01:14:45.764000,27.1,21.0,1016.9,0,30.9,173,1.0,0,100.89466666666665,-0.10599999999999454,0.4,0.8,0
TSU,22,AlphaTauri,9.0,1.0,SOFT,9.0,14.0,101.01,31.627,44.241,25.142,1,2023,Bahrain Grand Prix,R,0 days 01:16:45.809000,27.2,21.0,1016.9,0,30.8,193,0.6,0,100.93599999999999,0.16400000000000148,0.45,0.9,0
TSU,22,AlphaTauri,10.0,1.0,SOFT,10.0,14.0,103.749,31.649,44.285,27.815,1,2023,Bahrain Grand Prix,R,0 days 01:18:45.822000,27.1,21.0,1016.9,0,30.8,195,0.8,0,101.86833333333334,2.73899999999999,0.5,1.0,0
TSU,22,AlphaTauri,11.0,2.0,HARD,1.0,18.0,119.843,53.357,42.423,24.063,1,2023,Bahrain Grand Prix,R,0 days 01:19:45.836000,27.2,21.0,1016.9,0,30.6,155,0.6,2,108.20066666666666,16.09400000000001,0.05,0.0625,0
TSU,22,AlphaTauri,12.0,2.0,HARD,2.0,16.0,99.143,31.623,43.14,24.38,1,2023,Bahrain Grand Prix,R,0 days 01:21:45.834000,27.1,21.0,1016.9,0,30.6,178,1.2,2,107.57833333333333,-20.700000000000003,0.1,0.125,0
TSU,22,AlphaTauri,13.0,2.0,HARD,3.0,13.0,99.471,31.607,43.29,24.574,1,2023,Bahrain Grand Prix,R,0 days 01:23:45.832000,27.1,21.0,1016.9,0,30.5,152,0.8,2,106.15233333333333,0.32800000000000296,0.15,0.1875,0
TSU,22,AlphaTauri,14.0,2.0,HARD,4.0,13.0,98.742,31.227,43.111,24.404,1,2023,Bahrain Grand Prix,R,0 days 01:25:45.830000,27.1,21.0,1016.9,0,30.5,141,0.8,2,99.11866666666667,-0.7289999999999992,0.2,0.25,0
TSU,22,AlphaTauri,15.0,2.0,HARD,5.0,12.0,98.975,31.398,43.143,24.434,1,2023,Bahrain Grand Prix,R,0 days 01:26:45.829000,27.1,21.0,1016.9,0,30.5,187,0.6,2,99.06266666666666,0.23299999999998988,0.25,0.3125,0
TSU,22,AlphaTauri,16.0,2.0,HARD,6.0,11.0,99.061,31.429,43.184,24.448,1,2023,Bahrain Grand Prix,R,0 days 01:28:45.827000,27.0,21.0,1017.0,0,30.4,178,0.8,2,98.926,0.08600000000001273,0.3,0.375,0
TSU,22,AlphaTauri,17.0,2.0,HARD,7.0,11.0,99.021,31.417,43.132,24.472,1,2023,Bahrain Grand Prix,R,0 days 01:30:45.856000,27.0,21.0,1017.0,0,30.3,208,0.6,2,99.019,-0.04000000000000625,0.35,0.4375,0
TSU,22,AlphaTauri,18.0,2.0,HARD,8.0,11.0,99.302,31.402,43.402,24.498,1,2023,Bahrain Grand Prix,R,0 days 01:31:45.839000,27.0,21.0,1017.0,0,30.3,197,0.6,2,99.128,0.2810000000000059,0.4,0.5,0
TSU,22,AlphaTauri,19.0,2.0,HARD,9.0,11.0,99.17,31.456,43.331,24.383,1,2023,Bahrain Grand Prix,R,0 days 01:33:45.852000,26.9,20.0,1017.0,0,30.3,174,0.6,2,99.16433333333333,-0.132000000000005,0.45,0.5625,0
TSU,22,AlphaTauri,20.0,2.0,HARD,10.0,11.0,99.282,31.476,43.398,24.408,1,2023,Bahrain Grand Prix,R,0 days 01:35:45.835000,26.9,21.0,1017.0,0,30.2,239,0.4,2,99.25133333333333,0.11199999999999477,0.5,0.625,0
TSU,22,AlphaTauri,21.0,2.0,HARD,11.0,11.0,99.325,31.486,43.285,24.554,1,2023,Bahrain Grand Prix,R,0 days 01:36:45.834000,26.9,21.0,1017.0,0,30.1,182,0.6,2,99.259,0.043000000000006366,0.55,0.6875,0
TSU,22,AlphaTauri,22.0,2.0,HARD,12.0,11.0,99.439,31.479,43.415,24.545,1,2023,Bahrain Grand Prix,R,0 days 01:38:45.831000,26.8,21.0,1017.0,0,30.0,183,0.4,2,99.34866666666666,0.11399999999999011,0.6,0.75,0
TSU,22,AlphaTauri,23.0,2.0,HARD,13.0,11.0,99.632,31.543,43.474,24.615,1,2023,Bahrain Grand Prix,R,0 days 01:39:45.830000,26.7,21.0,1017.0,0,30.0,241,0.5,2,99.46533333333333,0.19300000000001205,0.65,0.8125,0
TSU,22,AlphaTauri,24.0,2.0,HARD,14.0,11.0,100.109,32.039,43.405,24.665,1,2023,Bahrain Grand Prix,R,0 days 01:41:45.828000,26.7,21.0,1017.0,0,29.9,199,0.8,2,99.72666666666667,0.47699999999998965,0.7,0.875,0
TSU,22,AlphaTauri,25.0,2.0,HARD,15.0,11.0,99.746,31.638,43.565,24.543,1,2023,Bahrain Grand Prix,R,0 days 01:43:45.826000,26.7,21.0,1016.9,0,29.9,180,0.6,2,99.829,-0.36299999999999955,0.75,0.9375,0
TSU,22,AlphaTauri,26.0,2.0,HARD,16.0,11.0,102.227,31.619,43.452,27.156,1,2023,Bahrain Grand Prix,R,0 days 01:44:45.841000,26.7,21.0,1017.0,0,29.9,195,0.5,2,100.694,2.4810000000000088,0.8,1.0,0
TSU,22,AlphaTauri,27.0,3.0,HARD,1.0,16.0,120.3,52.788,43.364,24.148,1,2023,Bahrain Grand Prix,R,0 days 01:46:45.854000,26.8,21.0,1017.0,0,29.9,175,0.6,2,107.42433333333334,18.072999999999993,0.05,0.07142857142857142,0
TSU,22,AlphaTauri,28.0,3.0,HARD,2.0,15.0,97.824,31.04,42.788,23.996,1,2023,Bahrain Grand Prix,R,0 days 01:48:45.867000,26.7,21.0,1017.0,0,29.9,199,0.8,2,106.78366666666666,-22.476,0.1,0.14285714285714285,0
TSU,22,AlphaTauri,29.0,3.0,HARD,3.0,15.0,97.779,31.071,42.582,24.126,1,2023,Bahrain Grand Prix,R,0 days 01:50:45.896000,26.6,21.0,1017.0,0,29.7,193,0.6,2,105.301,-0.045000000000001705,0.15,0.21428571428571427,0
TSU,22,AlphaTauri,30.0,3.0,HARD,4.0,14.0,98.147,31.111,42.762,24.274,1,2023,Bahrain Grand Prix,R,0 days 01:51:45.880000,26.7,21.0,1017.0,0,29.8,171,0.6,2,97.91666666666667,0.3680000000000092,0.2,0.2857142857142857,0
TSU,22,AlphaTauri,31.0,3.0,HARD,5.0,13.0,97.813,30.795,42.857,24.161,1,2023,Bahrain Grand Prix,R,0 days 01:53:45.878000,26.7,21.0,1017.0,0,29.6,154,0.6,2,97.91300000000001,-0.3340000000000032,0.25,0.35714285714285715,0
TSU,22,AlphaTauri,32.0,3.0,HARD,6.0,13.0,98.017,30.916,42.886,24.215,1,2023,Bahrain Grand Prix,R,0 days 01:55:45.875000,26.7,21.0,1017.0,0,29.6,246,0.6,2,97.99233333333332,0.20399999999999352,0.3,0.42857142857142855,0
TSU,22,AlphaTauri,33.0,3.0,HARD,7.0,12.0,98.094,30.843,42.923,24.328,1,2023,Bahrain Grand Prix,R,0 days 01:56:45.906000,26.7,21.0,1017.0,0,29.6,212,0.6,2,97.97466666666666,0.07699999999999818,0.35,0.5,0
TSU,22,AlphaTauri,34.0,3.0,HARD,8.0,12.0,98.13,30.924,42.881,24.325,1,2023,Bahrain Grand Prix,R,0 days 01:58:45.903000,26.6,21.0,1017.0,0,29.6,189,0.5,2,98.08033333333333,0.036000000000001364,0.4,0.5714285714285714,0
TSU,22,AlphaTauri,35.0,3.0,HARD,9.0,12.0,98.163,31.053,42.779,24.331,1,2023,Bahrain Grand Prix,R,0 days 02:00:45.933000,26.7,21.0,1017.0,0,29.6,192,0.4,2,98.129,0.03300000000000125,0.45,0.6428571428571429,0
TSU,22,AlphaTauri,36.0,3.0,HARD,10.0,12.0,98.059,30.891,42.924,24.244,1,2023,Bahrain Grand Prix,R,0 days 02:01:45.932000,26.6,21.0,1017.0,0,29.6,179,0.5,2,98.11733333333332,-0.1039999999999992,0.5,0.7142857142857143,0
