Driver,DriverNumber,Team,LapNumber,Stint,Compound,TyreLife,Position,TrackStatus,LapTime,Sector1Time,Sector2Time,Sector3Time,year,gp,session_code,speed_mean,speed_max,speed_std,throttle_mean,throttle_std,brake_ratio,rpm_mean,gear_mean,drs_ratio
VER,1,Red Bull Racing,1.0,1.0,MEDIUM,1.0,2.0,1,97.167,,38.051,26.073,2023,Pre-Season Testing,R,211.92896174863387,304.0,74.688359897139,68.37158469945355,41.385639243148574,0.1475409836065573,10296.74863387978,5.251366120218579,1.0
VER,1,Red Bull Racing,2.0,1.0,MEDIUM,2.0,2.0,1,93.433,29.616,38.0,25.817,2023,Pre-Season Testing,R,225.94301994301995,299.0,65.18538092896203,69.53846153846153,42.00038199721626,0.150997150997151,10293.8547008547,5.780626780626781,1.0
VER,1,Red Bull Racing,3.0,1.0,MEDIUM,3.0,2.0,1,92.73,29.38,37.69,25.66,2023,Pre-Season Testing,R,226.82798833819243,318.0,69.36990540404351,69.52769679300292,41.65569985079885,0.1574344023323615,10311.075801749272,5.7317784256559765,0.282798833819242
VER,1,Red Bull Racing,4.0,1.0,MEDIUM,4.0,2.0,1,92.78,29.407,37.65,25.723,2023,Pre-Season Testing,R,223.72268907563023,316.0,70.99227577500845,68.64985994397759,41.67002642797841,0.165266106442577,10251.148459383754,5.663865546218488,0.2857142857142857
VER,1,Red Bull Racing,5.0,1.0,MEDIUM,5.0,1.0,1,92.582,29.338,37.403,25.841,2023,Pre-Season Testing,R,226.31176470588235,321.0,68.56568783654872,72.20294117647059,40.51610252227316,0.138235294117647,10339.141176470588,5.7,0.1529411764705882
