Driver,DriverNumber,Team,LapNumber,Stint,Compound,TyreLife,Position,TrackStatus,LapTime,Sector1Time,Sector2Time,Sector3Time,year,gp,session_code,speed_mean,speed_max,speed_std,throttle_mean,throttle_std,brake_ratio,rpm_mean,gear_mean,drs_ratio,CompoundEncoded,lap_time_prev,lap_time_mean_3_prev,lap_time_delta_prev,lap_time_std_5_prev,speed_mean_prev,speed_mean_delta_prev,speed_max_prev,speed_max_delta_prev,speed_std_prev,speed_std_delta_prev,throttle_mean_prev,throttle_mean_delta_prev,throttle_std_prev,throttle_std_delta_prev,brake_ratio_prev,brake_ratio_delta_prev,rpm_mean_prev,rpm_mean_delta_prev,gear_mean_prev,gear_mean_delta_prev,drs_ratio_prev,drs_ratio_delta_prev,degradation_score_prev,aggression_score_prev,efficiency_score_prev,drs_usage_intensity_prev,consistency_score_prev,tyre_ratio,stint_progress,LapNumber_pct,tyre_x_progress,compound_x_tyre,session_baseline,LapTimeResidual
ALO,14,Aston Martin,9.0,3.0,SOFT,9.0,,1,101.72,35.776,41.125,24.819,2023,Azerbaijan Grand Prix,Q,208.7350649350649,336.0,81.12588238836015,67.30389610389611,42.48895212274807,0.2129870129870129,10275.054545454546,5.363636363636363,1.0,0.0,133.102,112.745,30.617000000000004,14.405810552227413,163.51509054325956,-42.77783874966974,334.0,0.0,83.57829216375464,2.871257974657766,48.070422535211264,-20.57856736377863,42.49740350729002,1.1717682966923277,0.2173038229376257,0.027909883543686315,9241.97384305835,-1009.1019145174087,4.148893360160966,-1.126359165091559,1.0,0.0,73.61214257260737,37.62453594808286,0.017690744701832357,334.0,14.405810552227413,0.9,0.75,0.4090909090909091,3.681818181818182,0.0,104.853,-3.1329999999999956
ALO,14,Aston Martin,12.0,4.0,SOFT,2.0,,1,101.4,35.732,40.846,24.822,2023,Azerbaijan Grand Prix,Q,208.0159574468085,333.0,81.07750866515028,69.0186170212766,41.32921064431632,0.1914893617021276,10299.563829787234,5.321808510638298,1.0,0.0,136.213,123.67833333333333,34.492999999999995,17.769049335853616,156.17416829745596,-52.56089663760895,335.0,-1.0,57.48325415184274,-23.64262823651741,28.634050880626223,-38.66984522326989,36.51281181310701,-5.97614030964106,0.2074363992172211,-0.005550613769791796,8862.424657534246,-1412.6298879203005,4.395303326810176,-0.9683330368261869,1.0,0.0,87.26133303682616,22.69430647094642,0.017620070608340088,335.0,17.769049335853616,0.2,0.25,0.5454545454545454,1.0909090909090908,0.0,104.853,-3.4529999999999887
ALO,14,Aston Martin,14.0,4.0,SOFT,4.0,,1,101.37,35.673,40.763,24.934,2023,Azerbaijan Grand Prix,Q,210.13471502590676,324.0,78.708751222526,69.23056994818653,41.72627187216275,0.1891191709844559,10277.73316062176,5.455958549222798,1.0,0.0,138.74,125.45100000000002,37.34,18.97928902777972,154.75142314990512,-53.26453429690338,332.0,-1.0,82.23769727158908,1.1601886064388083,45.07210626185958,-23.946510759417016,41.6688753271613,0.3396646828449832,0.2163187855787476,0.024829423876619988,8994.415559772297,-1305.1482700149372,3.98292220113852,-1.3388863094997778,1.0,0.0,90.82085308248213,35.32216297181785,0.017203365661277174,332.0,18.97928902777972,0.4,0.75,0.6363636363636364,2.5454545454545454,0.0,104.853,-3.48299999999999
ALO,14,Aston Martin,17.0,5.0,SOFT,2.0,,1,109.252,35.526,40.645,33.081,2023,Azerbaijan Grand Prix,Q,194.67892156862743,324.0,75.58344622538637,59.82598039215687,44.29065948328144,0.2156862745098039,10010.72794117647,5.061274509803922,1.0,0.0,124.401,121.50366666666667,23.03099999999999,18.20406819092918,172.0020964360587,-38.13261858984805,321.0,-3.0,70.54575662014213,-8.162994602383876,40.44863731656184,-28.781932631624684,43.61134671406999,1.8850748419072403,0.2222222222222222,0.0331030512377663,9227.15932914046,-1050.5738314812988,4.69392033542977,-0.7620382137930282,1.0,0.0,61.38584081207026,31.460051246214768,0.018638830377897205,321.0,18.20406819092918,0.2,1.0,0.7727272727272727,1.5454545454545454,0.0,104.853,4.399000000000001
ALO,14,Aston Martin,19.0,6.0,SOFT,2.0,,1,102.081,35.817,41.263,25.001,2023,Azerbaijan Grand Prix,Q,208.36020151133505,325.0,80.16283130723124,68.55415617128463,41.86414070388331,0.2065491183879093,10226.198992443326,5.420654911838791,1.0,0.0,109.252,111.67433333333334,-15.149000000000001,16.246057146273984,194.67892156862743,22.676825132568723,324.0,3.0,75.58344622538637,5.037689605244239,59.82598039215687,19.37734307559503,44.29065948328144,0.6793127692114496,0.2156862745098039,-0.006535947712418305,10010.72794117647,783.5686120360097,5.061274509803922,0.3673541743741522,1.0,0.0,-37.61013885805892,46.922337562475974,0.019445087073126248,324.0,16.246057146273984,0.2,0.5,0.8636363636363636,1.7272727272727273,0.0,104.853,-2.7719999999999914
ALO,14,Aston Martin,22.0,7.0,SOFT,2.0,,1,101.253,35.727,40.757,24.769,2023,Azerbaijan Grand Prix,Q,212.06361323155213,326.0,80.38801644481384,69.53180661577608,41.77661233033672,0.2035623409669211,10428.262086513994,5.404580152671755,1.0,0.0,117.733,109.68866666666668,15.652000000000001,10.003196254197961,180.83741648106903,-27.52278503026602,322.0,-3.0,69.02608738541612,-11.136743921815125,48.40311804008909,-20.15103813119554,44.45066576199615,2.5865250581128407,0.2360801781737193,0.02953105978581,9498.03118040089,-728.1678120424349,4.897550111358575,-0.5231048004802163,1.0,0.0,43.410865208439745,36.97610130902129,0.019037458983626274,322.0,10.003196254197961,0.2,1.0,1.0,2.0,0.0,104.853,-3.5999999999999943
LEC,16,Ferrari,2.0,1.0,SOFT,2.0,,12,102.105,36.129,41.072,24.904,2023,Azerbaijan Grand Prix,Q,210.38082901554404,334.0,81.71119585235941,70.5880829015544,40.73332676767195,0.2098445595854922,10275.038860103628,5.323834196891192,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.2,0.5,0.1,0.2,0.0,104.853,-2.7479999999999905
LEC,16,Ferrari,7.0,3.0,SOFT,7.0,,1,101.838,35.892,41.097,24.849,2023,Azerbaijan Grand Prix,Q,210.5025252525253,337.0,80.96023398729676,70.42424242424242,41.62286151492289,0.2146464646464646,10289.15404040404,5.323232323232324,1.0,0.0,143.363,122.73400000000001,41.257999999999996,29.17381157819457,150.94785847299815,-59.43297054254589,332.0,-2.0,78.59667661355886,-3.114519238800554,41.46741154562383,-29.12067135593057,38.68842434822847,-2.044902419443474,0.2383612662942272,0.02851670670873499,8851.158286778398,-1423.8805733252302,3.8547486033519553,-1.4690855935392366,1.0,0.0,100.92933180884012,31.58318681966508,0.017052096628056707,332.0,29.17381157819457,0.7,0.25,0.35,2.4499999999999997,0.0,104.853,-3.0150000000000006
LEC,16,Ferrari,9.0,3.0,SOFT,9.0,,1,101.269,35.502,40.891,24.876,2023,Azerbaijan Grand Prix,Q,210.33762886597935,333.0,80.31798513065716,70.34536082474227,40.90139784099689,0.2061855670103092,10292.35824742268,5.358247422680412,1.0,0.0,137.324,127.50833333333333,35.48600000000002,22.291110253491937,154.72924901185772,-55.77327624066757,333.0,-4.0,77.3097653344554,-3.6504686528413544,43.44466403162056,-26.97957839262186,39.23629736451951,-2.3865641504033803,0.2470355731225296,0.03238910847606499,8937.545454545454,-1351.6085858585866,3.9802371541501977,-1.3429951690821267,1.0,0.0,91.50631181379012,32.71228655345343,0.017310338667369463,333.0,22.291110253491937,0.9,0.75,0.45,4.05,0.0,104.853,-3.583999999999989
LEC,16,Ferrari,12.0,4.0,SOFT,2.0,,1,101.216,35.528,40.754,24.934,2023,Azerbaijan Grand Prix,Q,212.6675392670157,332.0,79.8090368041658,71.18062827225131,40.932392137687536,0.206806282722513,10328.164921465968,5.390052356020942,1.0,0.0,135.494,124.69566666666667,34.224999999999994,20.568896404523013,157.4931506849315,-52.84447818104786,329.0,-4.0,58.33536790895664,-21.982617221700522,39.79843444227006,-30.546926382472215,38.67339965249342,-2.22799818850347,0.2837573385518591,0.07757177154154987,9224.473581213308,-1067.8846662093729,4.109589041095891,-1.2486583815845211,1.0,0.0,87.35323551959972,28.505336606400867,0.017071551861104397,329.0,20.568896404523013,0.2,0.25,0.6,1.2,0.0,104.853,-3.6370000000000005
LEC,16,Ferrari,14.0,4.0,SOFT,4.0,,1,101.037,35.494,40.703,24.84,2023,Azerbaijan Grand Prix,Q,208.8041775456919,333.0,81.38828648042484,70.58485639686684,40.971225765792944,0.2088772845953002,10243.261096605744,5.310704960835509,1.0,0.0,139.302,125.33733333333333,38.086,19.835448242981546,150.8236397748593,-61.843899492156424,331.0,-1.0,80.18471886437413,0.3756820602083337,44.04315196998124,-27.137476302270073,41.22932399353285,0.29693185584531534,0.2776735459662289,0.0708672632437159,9091.774859287054,-1236.3900621789144,3.686679174484053,-1.7033731815368895,1.0,0.0,100.20757303812265,31.813533786947044,0.016587196109976606,331.0,19.835448242981546,0.4,0.75,0.7,2.8,0.0,104.853,-3.8159999999999883
LEC,16,Ferrari,17.0,5.0,SOFT,2.0,,1,100.445,35.261,40.378,24.806,2023,Azerbaijan Grand Prix,Q,214.0920716112532,332.0,79.55022096090111,73.25319693094629,39.43667216625027,0.1994884910485933,10374.537084398977,5.42455242966752,1.0,0.0,145.402,128.58033333333333,44.36499999999998,21.618958050747942,145.23861566484518,-63.56556188084673,330.0,-3.0,74.74703984749718,-6.641246632927661,39.6247723132969,-30.96008408356994,39.29689311599999,-1.6743326497929516,0.273224043715847,0.06434675912054683,8921.493624772313,-1321.767471833431,3.581056466302368,-1.7296484945331412,1.0,0.0,108.20378592456255,28.79833179053818,0.01627780548496065,330.0,21.618958050747942,0.2,0.5,0.85,1.7,0.0,104.853,-4.408000000000001
LEC,16,Ferrari,20.0,6.0,SOFT,2.0,,1,100.203,35.224,40.191,24.788,2023,Azerbaijan Grand Prix,Q,210.98469387755105,334.0,79.65125244315263,72.45918367346938,39.78096509621955,0.1989795918367347,10366.09693877551,5.341836734693878,1.0,0.0,122.041,122.62933333333335,21.596000000000004,20.91919678907389,174.84665226781857,-39.245419343434634,332.0,0.0,71.58366449350169,-7.966556467399428,53.35637149028078,-19.89682544066551,44.23212576370236,4.795453597452095,0.2915766738660907,0.0920881828174974,9778.755939524835,-595.7811448741413,4.341252699784017,-1.0832997298835023,1.0,0.0,61.13299601730073,37.7988981615812,0.01787842696167669,332.0,20.91919678907389,0.2,1.0,1.0,2.0,0.0,104.853,-4.6499999999999915
STR,18,Aston Martin,2.0,1.0,SOFT,6.0,,1,103.562,36.864,41.92,24.778,2023,Azerbaijan Grand Prix,Q,207.2831168831169,332.0,81.32858603791416,68.64935064935065,41.84780405235535,0.2129870129870129,10126.35064935065,5.412987012987013,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.8571428571428571,0.5,0.09090909090909091,0.5454545454545454,0.0,104.853,-1.2909999999999968
STR,18,Aston Martin,8.0,3.0,SOFT,2.0,,1,102.524,36.241,41.358,24.925,2023,Azerbaijan Grand Prix,Q,209.78589420654916,331.0,80.41713849771389,70.11083123425692,41.42399402976507,0.1863979848866498,10333.259445843829,5.392947103274559,1.0,0.0,127.78,115.67099999999999,24.218000000000004,17.124712026775814,164.76729559748426,-42.515821285632626,330.0,-2.0,81.1853772719995,-0.14320876591466458,47.081761006289305,-21.567589643061346,42.91397030469809,1.0661662523427395,0.2368972746331236,0.02391026164611071,9029.714884696015,-1096.6357646546348,4.381551362683438,-1.0314356503035746,1.0,0.0,66.97071856026575,35.9282201389713,0.018245210672823774,330.0,17.124712026775814,0.2857142857142857,0.25,0.36363636363636365,0.7272727272727273,0.0,104.853,-2.3289999999999935
STR,18,Aston Martin,10.0,3.0,SOFT,4.0,,1,102.765,36.037,41.339,25.389,2023,Azerbaijan Grand Prix,Q,209.48461538461535,335.0,81.12191161576608,69.83076923076923,41.429806551226605,0.1846153846153846,10251.410256410256,5.438461538461539,1.0,0.0,135.474,121.92599999999999,32.94999999999999,16.804588619382105,157.55533596837944,-52.23055823816972,332.0,1.0,84.81778898265802,4.400650484944123,45.70948616600791,-24.401345068249007,41.96515042780761,0.5411563980425385,0.2430830039525691,0.0566850190659193,8906.454545454546,-1426.804900389283,4.090909090909091,-1.3020380123654682,1.0,0.0,85.42364124212227,34.59828695964631,0.017688031430795184,332.0,16.804588619382105,0.5714285714285714,0.75,0.45454545454545453,1.8181818181818181,0.0,104.853,-2.087999999999994
STR,18,Aston Martin,13.0,4.0,SOFT,4.0,,1,102.201,36.045,41.212,24.944,2023,Azerbaijan Grand Prix,Q,212.88451443569556,334.0,79.7742360242356,70.00262467191601,42.12540792791173,0.1994750656167979,10342.522309711288,5.47244094488189,1.0,0.0,126.314,121.51766666666667,23.548999999999992,15.305271830320427,165.8311965811966,-43.65341880341876,319.0,-16.0,71.75263336727791,-9.369278248488172,43.37179487179487,-26.458974358974366,43.770995150576034,2.3411885993494295,0.2521367521367521,0.06752136752136748,9210.258547008549,-1041.1517094017072,4.4594017094017095,-0.9790598290598291,1.0,0.0,67.4545555555555,32.43617137847907,0.018003098679175822,319.0,15.305271830320427,0.5714285714285714,0.25,0.5909090909090909,2.3636363636363638,0.0,104.853,-2.652000000000001
STR,18,Aston Martin,15.0,4.0,SOFT,6.0,,1,101.576,35.838,40.829,24.909,2023,Azerbaijan Grand Prix,Q,209.54285714285717,323.0,79.39031254624506,69.07792207792208,42.7186673169665,0.2051948051948052,10306.262337662338,5.423376623376623,1.0,0.0,143.641,124.052,41.44,18.910622504296366,151.87706422018348,-61.00745021551208,321.0,-13.0,85.10556553764859,5.331329513412982,40.45137614678899,-29.551248525127022,41.21783419394454,-0.9075737339671903,0.2110091743119266,0.011534108695128692,8642.45137614679,-1700.0709335644988,4.0,-1.4724409448818898,1.0,0.0,102.658459389824,31.915764666273883,0.017571344780085936,321.0,18.910622504296366,0.8571428571428571,0.75,0.6818181818181818,4.090909090909091,0.0,104.853,-3.277000000000001
STR,18,Aston Martin,20.0,6.0,SOFT,2.0,,1,101.971,36.028,40.858,25.085,2023,Azerbaijan Grand Prix,Q,208.33746898263027,321.0,79.24343914362476,69.31265508684864,42.11901537744934,0.2084367245657568,10309.426799007444,5.362282878411911,1.0,0.0,115.524,113.291,-7.248999999999995,17.3353462469026,186.89376443418013,11.836439593415804,335.0,15.0,70.28271468985714,2.469431420855088,55.93302540415704,8.35977699651373,44.059121100724816,0.20274955242133785,0.2332563510392609,-0.036382714778148806,9929.066974595842,348.02875803533243,4.893764434180139,0.22922090976400256,1.0,0.0,-18.852183242376537,42.88629199579709,0.018820997372153855,335.0,17.3353462469026,0.2857142857142857,0.3333333333333333,0.9090909090909091,1.8181818181818181,0.0,104.853,-2.881999999999991
STR,18,Aston Martin,22.0,6.0,SOFT,4.0,,1,101.611,35.813,40.77,25.028,2023,Azerbaijan Grand Prix,Q,209.43401015228423,320.0,78.4685928364996,70.248730964467,41.4865508838451,0.1954314720812182,10343.852791878173,5.398477157360406,1.0,0.0,136.821,118.10533333333335,34.849999999999994,14.8670972116281,154.02729044834308,-54.31017853428719,319.0,-2.0,83.28961165731776,4.0461725136930085,41.38401559454191,-27.92863949230673,41.79973060170073,-0.31928477574860636,0.1403508771929824,-0.0680858473727744,8725.103313840156,-1584.3234851672878,4.0662768031189085,-1.2960060752930023,1.0,0.0,89.30052941148017,35.57573270407988,0.017651325558344692,319.0,14.8670972116281,0.5714285714285714,1.0,1.0,4.0,0.0,104.853,-3.2419999999999902
MAG,20,Haas F1 Team,2.0,1.0,SOFT,2.0,,12,104.177,37.035,41.964,25.178,2023,Azerbaijan Grand Prix,Q,203.6497461928934,334.0,79.89747987272037,67.21573604060913,43.46232501566499,0.2131979695431472,10226.621827411169,5.197969543147208,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.5,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,104.853,-0.6759999999999877
MAG,20,Haas F1 Team,4.0,1.0,SOFT,4.0,,12,103.417,36.39,41.541,25.486,2023,Azerbaijan Grand Prix,Q,209.18798955613576,335.0,78.80588625714934,70.79373368146214,41.72594158875454,0.195822454308094,10316.577023498694,5.357702349869451,1.0,0.0,131.732,117.9545,27.554999999999993,19.484327355595315,161.68072289156626,-41.96902330132713,334.0,0.0,84.67991852551849,4.78243865279812,47.28112449799197,-19.934611542617162,44.71565974577094,1.253334730105955,0.2409638554216867,0.02776588587853948,9287.973895582329,-938.6479318288402,3.963855421686747,-1.2341141214604607,1.0,0.0,69.7649871567488,35.888082450283065,0.017405660163224135,334.0,19.484327355595315,1.0,1.0,0.4444444444444444,1.7777777777777777,0.0,104.853,-1.4359999999999928
TSU,22,AlphaTauri,2.0,1.0,SOFT,2.0,,12,104.454,37.362,41.95,25.142,2023,Azerbaijan Grand Prix,Q,205.9228791773779,336.0,81.06872619541214,68.0694087403599,43.60634370418425,0.2133676092544987,10399.16709511568,4.979434447300771,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.2857142857142857,0.5,0.09090909090909091,0.18181818181818182,0.0,104.853,-0.3990000000000009
TSU,22,AlphaTauri,6.0,2.0,SOFT,2.0,,1,102.723,36.115,41.198,25.41,2023,Azerbaijan Grand Prix,Q,210.1908396946565,337.0,79.77242322827783,69.65394402035624,43.09028657255625,0.2061068702290076,10531.01272264631,5.099236641221374,1.0,0.0,134.488,119.471,30.034000000000006,21.237245066156767,157.66666666666666,-48.25621251071124,335.0,-1.0,79.42989384917145,-1.6388323462406902,46.82642998027613,-21.242978760083773,40.131816546041215,-3.474527158143033,0.1952662721893491,-0.018101337065149603,9629.074950690336,-770.0921444253436,3.5996055226824457,-1.3798289246183253,1.0,0.0,78.48547878290059,37.68280755809204,0.01637231978712318,335.0,21.237245066156767,0.2857142857142857,0.25,0.2727272727272727,0.5454545454545454,0.0,104.853,-2.1299999999999955
TSU,22,AlphaTauri,8.0,2.0,SOFT,4.0,,1,102.234,36.113,41.023,25.098,2023,Azerbaijan Grand Prix,Q,209.9869451697128,337.0,79.5801965474351,70.25587467362924,42.86533534874267,0.1932114882506527,10497.926892950392,5.0861618798955615,1.0,0.0,132.433,123.21466666666667,29.709999999999994,17.281455156708688,163.85,-46.340839694656495,336.0,-1.0,81.12636114695327,1.3539379186754417,49.634,-20.019944020356235,40.44640735263728,-2.643879219918972,0.154,-0.05210687022900759,9610.468,-920.5447226463093,3.822,-1.277236641221374,1.0,0.0,76.20483969465648,41.990364,0.01704734386048,336.0,17.281455156708688,0.5714285714285714,0.75,0.36363636363636365,1.4545454545454546,0.0,104.853,-2.6189999999999998
TSU,22,AlphaTauri,11.0,3.0,SOFT,2.0,,1,102.641,36.16,41.366,25.115,2023,Azerbaijan Grand Prix,Q,208.53886010362692,336.0,81.31107362322919,70.33937823834196,42.23897816585441,0.1917098445595854,10492.831606217616,5.023316062176166,1.0,0.0,140.16,124.94233333333334,37.926,18.412292288034095,153.31153846153848,-56.675406708174336,335.0,-2.0,68.05530917904322,-11.524887368391873,43.51730769230769,-26.738566981321547,39.96076698870007,-2.904568360042596,0.1538461538461538,-0.03936533440449891,9764.621153846154,-733.3057391042385,3.401923076923077,-1.6842388029724846,1.0,0.0,94.7552528620205,36.82233727810651,0.015699107721494736,335.0,18.412292288034095,0.2857142857142857,0.25,0.5,1.0,0.0,104.853,-2.211999999999989
TSU,22,AlphaTauri,13.0,3.0,SOFT,4.0,,1,102.038,36.041,41.024,24.973,2023,Azerbaijan Grand Prix,Q,209.2577319587629,337.0,80.45879788510763,69.72938144329896,42.91950837439314,0.1932989690721649,10496.865979381444,5.128865979381444,1.0,0.0,124.287,122.36266666666667,21.646,17.289686882647693,173.01709401709402,-35.52176608653289,336.0,0.0,78.36924438323271,-2.94182923999648,53.28846153846154,-17.050916699880425,42.050954552594696,-0.18802361325971617,0.2094017094017094,0.01769186484212401,9932.871794871797,-559.9598113458196,4.021367521367521,-1.0019485408086446,1.0,0.0,57.377167795934604,42.12976660092045,0.017416884130356036,336.0,17.289686882647693,0.5714285714285714,0.75,0.5909090909090909,2.3636363636363638,0.0,104.853,-2.8149999999999977
TSU,22,AlphaTauri,16.0,4.0,SOFT,2.0,,1,101.569,35.78,40.906,24.883,2023,Azerbaijan Grand Prix,Q,211.4920634920635,338.0,79.90240194167514,70.44708994708995,42.78778184632569,0.1957671957671957,10581.70634920635,5.108465608465608,1.0,0.0,122.822,116.38233333333334,20.784000000000006,16.153707292754806,174.1014799154334,-35.15625204332949,336.0,-1.0,70.90066949081573,-9.558128394291899,56.65750528541226,-13.071876157886699,44.33879857435755,1.4192901999644079,0.2473572938689217,0.05405832479675679,10210.054968287526,-286.81101109391784,3.921775898520084,-1.2070900808613598,1.0,0.0,56.18760933719842,42.64285810064856,0.017050293084910458,336.0,16.153707292754806,0.2857142857142857,0.5,0.7272727272727273,1.4545454545454546,0.0,104.853,-3.283999999999992
TSU,22,AlphaTauri,19.0,5.0,SOFT,6.0,,1,102.038,35.772,41.243,25.023,2023,Azerbaijan Grand Prix,Q,207.60858585858583,337.0,80.02281843574497,69.62878787878788,43.26077627709265,0.1893939393939394,10505.25,5.058080808080808,1.0,0.0,140.489,121.62666666666667,38.92,16.53032042944116,152.4718045112782,-59.020258980785286,338.0,0.0,54.65902828452764,-25.243373657147494,40.38721804511278,-30.059871901977168,37.48295866607801,-5.304823180247681,0.1917293233082706,-0.00403787245892509,10000.915413533834,-580.7909356725158,3.3364661654135337,-1.7719994430520747,1.0,0.0,98.13198830409355,32.64380405901973,0.015244260544831734,338.0,16.53032042944116,0.8571428571428571,0.5,0.8636363636363636,5.181818181818182,0.0,104.853,-2.8149999999999977
TSU,22,AlphaTauri,22.0,6.0,SOFT,7.0,,1,101.581,35.717,40.835,25.029,2023,Azerbaijan Grand Prix,Q,210.24281984334203,335.0,78.61841067294422,72.17232375979113,41.92759361525664,0.1827676240208877,10573.942558746736,5.073107049608355,1.0,0.0,122.127,121.55133333333333,20.089,16.360163003466678,175.96995708154506,-31.638628777040765,335.0,-2.0,70.80552768955262,-9.217290746192347,58.302575107296136,-11.32621277149174,44.78844745704663,1.5276711799539768,0.2210300429184549,0.03163610352451551,10172.648068669529,-332.6019313304714,4.030042918454936,-1.028037889625872,1.0,0.0,51.94865881995922,45.415954429074034,0.017296642845692396,335.0,16.360163003466678,1.0,1.0,1.0,7.0,0.0,104.853,-3.2719999999999914
ALB,23,Williams,2.0,1.0,SOFT,2.0,,12,103.615,36.698,41.888,25.029,2023,Azerbaijan Grand Prix,Q,205.87563451776649,338.0,81.78913659754848,66.5989847715736,43.42876474307303,0.2258883248730964,10204.29695431472,5.314720812182741,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.4,0.5,0.10526315789473684,0.21052631578947367,0.0,104.853,-1.2379999999999995
ALB,23,Williams,8.0,3.0,SOFT,2.0,,1,102.171,36.102,41.041,25.028,2023,Azerbaijan Grand Prix,Q,212.0954907161804,335.0,79.86535481562106,68.47745358090185,43.14029742113064,0.2201591511936339,10306.493368700265,5.509283819628648,1.0,0.0,136.621,120.118,33.006000000000014,23.338766419843203,158.19066147859922,-47.68497303916726,340.0,2.0,82.56418514681353,0.7750485492650512,43.79961089494164,-22.79937387663196,42.529392655131865,-0.8993720879411669,0.2140077821011673,-0.011880542771929098,9093.14785992218,-1111.14909439254,4.001945525291829,-1.3127752868909122,1.0,0.0,80.90498082126844,34.42615331042105,0.017394775620016463,340.0,23.338766419843203,0.4,0.25,0.42105263157894735,0.8421052631578947,0.0,104.853,-2.681999999999988
ALB,23,Williams,10.0,3.0,SOFT,4.0,,1,102.197,35.935,41.26,25.002,2023,Azerbaijan Grand Prix,Q,210.177545691906,336.0,80.50618536434774,67.78590078328982,43.79247956739019,0.227154046997389,10294.62140992167,5.45953002610966,1.0,0.0,132.078,123.62333333333333,29.906999999999996,18.265389718900977,159.44333996023855,-52.65215075594185,336.0,1.0,79.5949173434466,-0.27043747217446423,45.44333996023857,-23.034113620663284,42.484450757343225,-0.6558466637874147,0.2286282306163022,0.00846907942266828,9095.188866799204,-1211.3045019010606,4.09741550695825,-1.4118683126703981,1.0,0.0,82.78777898655815,35.053709551834125,0.017528587224282643,336.0,18.265389718900977,0.8,0.75,0.5263157894736842,2.1052631578947367,0.0,104.853,-2.6559999999999917
ALB,23,Williams,13.0,4.0,SOFT,4.0,,1,102.203,36.0,41.182,25.021,2023,Azerbaijan Grand Prix,Q,210.0939947780679,334.0,79.72824616216147,67.72845953002611,43.46515002239044,0.227154046997389,10250.023498694516,5.45953002610966,1.0,0.0,128.065,120.78000000000002,25.867999999999995,16.746221329004346,166.66188524590163,-43.515660446004375,338.0,2.0,72.69569229158436,-7.810493072763379,45.78688524590164,-21.999015537388182,42.29358221579119,-1.4988973515989983,0.2561475409836065,0.028993493986217478,9295.670081967211,-998.951327954459,4.383196721311475,-1.076333304798185,1.0,0.0,69.63980798698798,34.05868718086536,0.01792705170523114,338.0,16.746221329004346,0.8,0.5,0.6842105263157895,2.736842105263158,0.0,104.853,-2.6499999999999915
ALB,23,Williams,16.0,5.0,SOFT,2.0,,1,101.958,35.84,41.017,25.101,2023,Azerbaijan Grand Prix,Q,210.5523560209424,335.0,78.84558237831926,69.21989528795811,43.01460195202751,0.206806282722513,10300.947643979058,5.492146596858639,1.0,0.0,116.652,115.64,14.448999999999998,14.009691520515357,182.4683257918552,-27.625668986212702,335.0,1.0,73.79572922646646,-5.932516935695006,55.19004524886878,-12.538414281157337,44.12094376207288,0.6557937396824443,0.251131221719457,0.023977174722068006,9630.882352941177,-619.1411457533395,4.823529411764706,-0.6360006143449546,1.0,0.0,42.325800207932154,41.33010175876825,0.018944202089027484,335.0,14.009691520515357,0.4,0.25,0.8421052631578947,1.6842105263157894,0.0,104.853,-2.894999999999996
ALB,23,Williams,18.0,5.0,SOFT,4.0,,1,101.818,35.854,40.976,24.988,2023,Azerbaijan Grand Prix,Q,208.31865284974091,335.0,80.51422082504176,68.50777202072538,42.85185827499921,0.2098445595854922,10281.720207253886,5.401554404145077,1.0,0.0,128.872,115.82733333333333,26.914000000000016,13.21173896578342,167.54065040650406,-43.01170561443834,336.0,1.0,82.38405648989917,3.5384741115799017,47.93292682926829,-21.28696845868982,42.58617205234615,-0.4284298996813618,0.2134146341463414,0.006608351423828401,9151.10162601626,-1149.8460179627982,4.382113821138211,-1.1100327757204278,1.0,0.0,70.1391202485847,37.703338786436646,0.018306248909020408,336.0,13.21173896578342,0.8,0.75,0.9473684210526315,3.789473684210526,0.0,104.853,-3.0349999999999966
ZHO,24,Alfa Romeo,3.0,1.0,SOFT,3.0,,12,103.784,36.764,42.018,25.002,2023,Azerbaijan Grand Prix,Q,205.9638242894057,338.0,80.06793575205988,68.36950904392765,42.41584659047037,0.1860465116279069,10035.093023255817,5.354005167958657,1.0,0.0,133.528,133.528,,,160.314,,333.0,,86.27355130809569,,49.94,,43.01316851070915,,0.264,,9068.418,,4.246,,1.0,,0.264,36.75584,0.01767632719100608,333.0,,0.6,1.0,0.2727272727272727,0.8181818181818181,0.0,104.853,-1.0689999999999884
ZHO,24,Alfa Romeo,8.0,3.0,SOFT,2.0,,1,102.985,36.111,41.647,25.227,2023,Azerbaijan Grand Prix,Q,206.83879093198996,336.0,81.08020226007372,67.53400503778337,43.4901240075479,0.2141057934508816,10021.49370277078,5.3879093198992445,1.0,0.0,103.784,118.656,-29.743999999999986,21.032184099612664,205.9638242894057,45.6498242894057,338.0,5.0,80.06793575205988,-6.205615556035809,68.36950904392765,18.429509043927652,42.41584659047037,-0.5973219202387767,0.1860465116279069,-0.07795348837209312,10035.093023255817,966.675023255817,5.354005167958657,1.1080051679586562,1.0,0.0,-75.20777777777778,55.64960038459228,0.02052231120338787,338.0,21.032184099612664,0.4,0.25,0.7272727272727273,1.4545454545454546,0.0,104.853,-1.867999999999995
