year,gp,session_code,Driver,DriverNumber,Team,LapNumber,Stint,Compound,TyreLife,Position,TrackStatus,LapTime,PitOutTime,PitInTime,Deleted,speed_mean,speed_max,speed_std,throttle_mean,throttle_std,brake_ratio,rpm_mean,gear_mean,drs_ratio,AirTemp,TrackTemp,Humidity,Pressure,Rainfall,WindSpeed,WindDirection,is_sc,is_vsc,is_yellow,quali_position,grid_position,gap_to_pole_ms,CompoundEncoded,lap_time_prev,lap_time_mean_3_prev,lap_time_delta_prev,lap_time_std_5_prev,speed_mean_prev,speed_mean_delta_prev,speed_max_prev,speed_max_delta_prev,speed_std_prev,speed_std_delta_prev,throttle_mean_prev,throttle_mean_delta_prev,throttle_std_prev,throttle_std_delta_prev,brake_ratio_prev,brake_ratio_delta_prev,rpm_mean_prev,rpm_mean_delta_prev,gear_mean_prev,gear_mean_delta_prev,drs_ratio_prev,drs_ratio_delta_prev,degradation_score_prev,aggression_score_prev,efficiency_score_prev,drs_usage_intensity_prev,consistency_score_prev,tyre_ratio,stint_progress,LapNumber_pct,tyre_x_progress,compound_x_tyre,regulation_era,is_neutralized,laps_since_neutralization,temp_delta,session_baseline,LapTimeResidual,avg_residual_last_3_races
2022,Saudi Arabian Grand Prix,Q,HAM,44,Mercedes,6,2.0,SOFT,2.0,,1,90.535,,,False,241.595166163142,322.0,59.91225281333757,80.92749244712991,35.32422380363776,0.1148036253776435,10649.803625377644,6.413897280966768,0.2628398791540785,23.6,25.6,57.0,1014.0,0.0,2.7,352.0,0,0,0,,,,0.0,123.53,108.119,30.822000000000003,21.79444520973177,176.96514161220043,-59.23019366476757,299.0,-24.0,49.401515151564894,-13.363942452400792,45.11111111111112,-32.57402008422415,34.988748451395786,-1.7749188631222523,0.1764705882352941,0.03361344537815131,8915.718954248367,-1657.1731740315172,5.333333333333333,-0.9378036929057343,0.037037037037037,-0.2195227297268114,90.22866425300286,37.15032679738563,0.01984644155773077,11.074074074074064,21.79444520973177,0.3333333333333333,0.2,0.2608695652173913,0.5217391304347826,0.0,0,0,102,2.0,90.5085,0.026499999999998636,6.362891666666671
2022,Saudi Arabian Grand Prix,Q,RUS,63,Mercedes,6,2.0,SOFT,2.0,,1,89.68,,,False,243.7591463414634,324.0,60.807461028234286,80.60975609756098,36.78975927765652,0.1280487804878048,10912.567073170732,6.304878048780488,0.2621951219512195,23.6,25.6,57.0,1014.0,0.0,2.7,352.0,0,0,0,,,,0.0,125.462,108.09649999999999,34.73100000000001,24.558525617389993,173.53218884120173,-67.56631862148484,304.0,-23.0,65.19571885752322,3.037341144447801,51.506437768240346,-27.123412978028313,39.39451631198508,1.6550175746181992,0.1802575107296137,0.03995900326692722,9643.69957081545,-1230.0616232144002,4.463519313304721,-1.7484209852027428,0.0772532188841201,-0.1914034975337903,102.47757613221447,42.22201550958758,0.017992492930137972,23.48497854077251,24.558525617389993,0.3333333333333333,0.3333333333333333,0.2608695652173913,0.5217391304347826,0.0,0,0,102,2.0,90.5085,-0.8284999999999911,8.005249572649577
2022,Saudi Arabian Grand Prix,Q,BOT,77,Alfa Romeo,6,1.0,SOFT,6.0,,1,89.683,,,False,243.6246153846154,325.0,59.98590891831127,82.23076923076923,35.00915631147123,0.1415384615384615,10823.28,6.243076923076923,0.2615384615384615,23.8,25.9,57.0,1014.2,0.0,1.2,320.0,0,0,0,,,,0.0,119.814,112.38,29.87899999999999,19.62681841044714,184.21218961625283,-59.56623603972386,305.0,-22.0,64.2055179782851,4.513835474880224,52.386004514672685,-27.736444464919153,38.86200767828793,2.1681239541999062,0.1580135440180587,-0.0023363102093464927,9742.286681715575,-988.328478634281,4.817155756207675,-1.4539812700313925,0.1015801354401805,-0.15206417942862416,89.60324958374191,44.10830628436323,0.018906575946487203,30.981941309255053,19.62681841044714,1.0,1.0,0.2608695652173913,1.5652173913043477,0.0,0,0,104,2.099999999999998,90.5085,-0.825499999999991,5.443500000000004
2022,Saudi Arabian Grand Prix,Q,MSC,47,Haas F1 Team,7,2.0,SOFT,3.0,,1,90.167,,,False,242.26426426426423,327.0,59.23718774453899,78.50150150150151,37.75313157238529,0.1381381381381381,10736.864864864863,6.2492492492492495,0.2522522522522522,23.8,26.1,56.0,1014.0,0.0,2.0,323.0,0,0,0,,,,0.0,103.38,99.706,12.85499999999999,8.003626865365469,212.3959390862944,-30.040262694121054,323.0,-6.0,63.28565702829229,3.103075741905961,63.15228426395939,-15.263146003102932,39.750713756267686,1.8217450653033538,0.149746192893401,0.013247676572926304,10404.97461928934,-285.9957071201552,5.441624365482234,-0.8224705900073808,0.149746192893401,-0.10841404449532302,43.04500888701445,53.69547012290963,0.020410960708339653,48.36802030456852,8.003626865365469,0.5,1.0,0.30434782608695654,0.9130434782608696,0.0,0,0,103,2.3000000000000007,90.5085,-0.34149999999999636,7.749719696969701
2022,Saudi Arabian Grand Prix,Q,RIC,3,McLaren,8,2.0,SOFT,4.0,,1,90.009,,,False,244.79768786127167,322.0,57.67524870756171,80.36705202312139,36.79037304738023,0.1069364161849711,10862.07225433526,6.170520231213873,0.2716763005780346,23.8,26.0,57.0,1014.0,0.0,1.6,332.0,0,0,0,,,,0.0,130.546,103.83466666666668,40.28299999999999,23.133701656529876,168.35220125786162,-73.32331496632719,299.0,-21.0,58.38949971413502,-1.2489153605241938,36.276729559748425,-42.48433238715423,35.22560755951858,-2.643586725440919,0.0754716981132075,-0.0336728446596538,9952.884696016772,-849.7642715348502,4.023060796645702,-2.0418359585165398,0.0545073375262054,-0.2080295356301367,113.68178666444038,33.53886317788062,0.016913215935204756,16.297693920335416,23.133701656529876,0.6666666666666666,1.0,0.34782608695652173,1.391304347826087,0.0,0,0,103,2.1999999999999993,90.5085,-0.4994999999999976,7.9770129870129916
2022,Saudi Arabian Grand Prix,Q,NOR,4,McLaren,8,2.0,SOFT,4.0,,1,89.957,,,False,243.53529411764703,320.0,58.12245684405259,80.72058823529412,35.94671802162354,0.1117647058823529,10785.75,6.173529411764706,0.2852941176470588,23.8,25.9,57.0,1014.2,0.0,1.2,320.0,0,0,0,,,,0.0,145.851,108.80766666666666,55.846999999999994,32.08170712934917,149.63483146067415,-93.76516853932586,296.0,-25.0,47.49463862573519,-10.822053480136965,29.882022471910112,-50.306212822207534,32.28867119957697,-3.870512790761204,0.1123595505617977,-0.005287508261731702,10074.262172284643,-677.1172394800651,3.2602996254681647,-2.9397003745318355,0.0299625468164794,-0.225919806124697,149.72452808988766,26.52449185708875,0.014851705980643807,8.868913857677903,32.08170712934917,0.6666666666666666,1.0,0.34782608695652173,1.391304347826087,0.0,0,0,103,2.099999999999998,90.5085,-0.5515000000000043,5.622456410256414
2022,Saudi Arabian Grand Prix,Q,LEC,16,Ferrari,8,3.0,SOFT,8.0,,1,88.883,,,False,249.0061728395061,326.0,57.4588286483623,84.53086419753086,30.81135507775714,0.1234567901234567,10906.725308641977,6.308641975308642,0.2716049382716049,23.4,25.5,58.0,1014.2,0.0,2.7,326.0,0,0,0,,,,0.0,89.039,107.9705,-37.863,26.77318405606625,247.1428571428572,72.5889459377832,325.0,25.0,59.27751716976552,4.876680715572753,83.76899696048632,29.060751717357363,31.777160639681338,-6.251367284881038,0.1276595744680851,-0.10278440016193599,10846.261398176292,977.673660332739,6.27355623100304,1.8359240956964857,0.270516717325228,0.21343426489393838,-110.32428636331511,73.07508245489232,0.02278389430021557,87.9179331306991,26.77318405606625,1.0,1.0,0.34782608695652173,2.782608695652174,0.0,0,0,102,2.1000000000000014,90.5085,-1.6255000000000024,6.6661375661375715
2022,Saudi Arabian Grand Prix,Q,STR,18,Aston Martin,8,3.0,SOFT,2.0,,1,90.256,,,False,242.02586206896552,327.0,61.67047241462151,78.41666666666667,37.344975756011664,0.1724137931034483,10731.74712643678,6.385057471264368,0.2356321839080459,23.8,26.0,57.0,1014.0,0.0,1.6,332.0,0,0,0,,,,0.0,90.421,90.7395,-0.6370000000000005,0.4504270196158311,243.3870967741936,2.7014680316787008,327.0,0.0,60.43778773216517,-2.2539839072228673,78.08797653958945,0.9233058809068098,37.619275437240645,-0.347754004973865,0.1642228739002932,-0.006435808734437304,10717.08211143695,30.76175215551484,6.39882697947214,0.06649165013082303,0.2492668621700879,0.0007638681581118856,-3.174245157778408,65.2641446151994,0.022708082868154403,81.51026392961874,0.4504270196158311,0.25,1.0,0.34782608695652173,0.6956521739130435,0.0,0,0,102,2.1999999999999993,90.5085,-0.2524999999999977,1.4512095238095286
2022,Saudi Arabian Grand Prix,Q,MAG,20,Haas F1 Team,8,2.0,SOFT,4.0,,1,89.831,,,False,244.71637426900585,329.0,60.40531448876893,77.71929824561404,37.37520986834158,0.1228070175438596,10915.818713450291,6.187134502923977,0.2660818713450292,23.8,25.9,57.0,1014.2,0.0,1.2,320.0,0,0,0,,,,0.0,128.96,114.754,38.85300000000001,21.30903334855901,170.5031847133758,-73.2328856678559,311.0,-18.0,58.23882862874894,-2.016077110859932,40.118895966029726,-37.47347940053919,41.54437109696506,3.500884363091018,0.1698513800424628,0.03202146801900241,9286.938428874735,-1542.3401635006321,4.681528662420382,-1.5237499299549846,0.0636942675159235,-0.1914376972934606,112.25573704789836,33.304646120419584,0.01835748438892621,19.808917197452207,21.30903334855901,0.5714285714285714,1.0,0.34782608695652173,1.391304347826087,0.0,0,0,104,2.099999999999998,90.5085,-0.6774999999999949,8.439459956709962
2022,Saudi Arabian Grand Prix,Q,ALB,23,Williams,8,2.0,SOFT,4.0,,1,90.492,,,False,240.99707602339183,327.0,62.49356558259319,77.19005847953217,37.5474927488744,0.1374269005847953,10845.926900584796,6.292397660818714,0.2456140350877192,23.8,26.0,57.0,1014.0,0.0,1.6,332.0,0,0,0,,,,0.0,128.363,122.72766666666666,34.812,26.89376008637196,170.56962025316454,-63.85854066637569,314.0,-11.0,67.20503168976326,5.5544591444323075,47.41983122362869,-23.988214753382806,40.34789131000334,0.9009197380358813,0.1666666666666666,0.017241379310344807,9374.132911392406,-1275.8642150443739,4.468354430379747,-1.6868179834133565,0.0611814345991561,-0.142841553906591,98.83720733304236,39.51652601969058,0.018193834889091865,19.210970464135016,26.89376008637196,1.0,1.0,0.34782608695652173,1.391304347826087,0.0,0,0,104,2.1999999999999993,90.5085,-0.01649999999999352,8.443597222222225
2022,Saudi Arabian Grand Prix,Q,ZHO,24,Alfa Romeo,8,2.0,SOFT,4.0,,1,90.133,,,False,241.89149560117303,325.0,60.54878891627137,80.11730205278593,36.73391236181568,0.1085043988269794,10761.079178885631,6.187683284457478,0.252199413489736,23.8,26.1,56.0,1014.0,0.0,1.8,347.0,0,0,0,,,,0.0,128.692,103.34633333333333,38.215,21.950870742030567,172.00423728813558,-70.75458624127617,304.0,-22.0,54.6537837246931,-5.479014827666653,50.065677966101696,-30.11373379860418,40.77224202455928,3.998515676724125,0.2372881355932203,0.12258225324027919,9332.896186440676,-1431.3361665004995,4.6991525423728815,-1.492023928215355,0.0762711864406779,-0.17666999002991032,109.2068743768694,38.18568658431486,0.018427914115651475,23.186440677966083,21.950870742030567,0.6666666666666666,0.6,0.34782608695652173,1.391304347826087,0.0,0,0,103,2.3000000000000007,90.5085,-0.3755000000000024,9.30212777777778
2022,Saudi Arabian Grand Prix,Q,HAM,44,Mercedes,8,2.0,SOFT,4.0,,1,90.589,,,False,242.96987951807228,322.0,58.98091500416591,80.73795180722891,35.52022536941092,0.1355421686746988,10752.83734939759,6.430722891566265,0.2620481927710843,23.8,26.1,56.0,1014.0,0.0,1.8,347.0,0,0,0,,,,0.0,124.794,112.95299999999999,34.259,18.815277061916113,176.92521367521368,-64.66995248792833,305.0,-17.0,57.295065998292365,-2.6171868150452013,45.96153846153846,-34.96595398559145,34.51038101250213,-0.8138427911356274,0.2072649572649572,0.09246133188731369,8760.21794871795,-1889.5856766596953,5.384615384615385,-1.0292818963513826,0.0598290598290598,-0.20301081932501874,99.13621744519328,36.435322156476005,0.02019413450399366,18.247863247863236,18.815277061916113,0.6666666666666666,0.6,0.34782608695652173,1.391304347826087,0.0,0,0,104,2.3000000000000007,90.5085,0.08050000000000068,6.362891666666671
2022,Saudi Arabian Grand Prix,Q,RUS,63,Mercedes,8,2.0,SOFT,4.0,,1,89.895,,,False,244.1540785498489,325.0,60.8863108960228,81.7190332326284,34.832624471138786,0.1087613293051359,10906.489425981874,6.296072507552871,0.2779456193353474,23.8,26.1,56.0,1014.0,0.0,1.8,347.0,0,0,0,,,,0.0,125.519,113.55366666666667,35.839,20.376335539051183,174.2851063829787,-69.4740399584847,302.0,-22.0,58.60863286187015,-2.1988281663641374,48.96808510638298,-31.641670991177996,35.935102641693874,-0.8546566359626482,0.1574468085106383,0.029398028022833506,9502.302127659574,-1410.2649455111587,4.64468085106383,-1.6601971977166574,0.0468085106382978,-0.21538661131292172,105.47048676699534,41.25821638750566,0.018339426027056217,14.136170212765936,20.376335539051183,0.6666666666666666,1.0,0.34782608695652173,1.391304347826087,0.0,0,0,104,2.3000000000000007,90.5085,-0.6135000000000019,8.005249572649577
2022,Saudi Arabian Grand Prix,Q,GAS,10,AlphaTauri,9,3.0,SOFT,2.0,,1,89.989,,,False,242.3871951219512,328.0,59.37636722957014,79.57926829268293,36.36865013459827,0.2317073170731707,10860.314024390244,6.012195121951219,0.2439024390243902,23.4,25.5,58.0,1014.2,0.0,2.7,326.0,0,0,0,,,,0.0,131.259,121.129,41.36799999999998,27.2086560981366,166.997920997921,-76.38946638946629,318.0,-9.0,63.06912540222893,2.7227100949146674,46.71309771309771,-33.41903441903442,33.16054405855221,-3.2208106501487848,0.0977130977130977,-0.010395010395010396,9877.295218295218,-932.5035805035805,3.916839916839917,-2.1732501732501732,0.0602910602910602,-0.191961191961192,117.85517948717937,42.148616231776316,0.016905540612780073,19.17255717255714,27.2086560981366,0.4,1.0,0.391304347826087,0.782608695652174,0.0,0,0,104,2.1000000000000014,90.5085,-0.5194999999999936,6.738526455026459
2022,Saudi Arabian Grand Prix,Q,PER,11,Red Bull Racing,9,3.0,SOFT,2.0,,1,88.924,,,False,247.6184615384616,333.0,60.18948190667314,80.88923076923076,36.31251579578044,0.1169230769230769,10934.96,6.101538461538461,0.2492307692307692,23.4,25.6,58.0,1014.2,0.0,3.4,337.0,0,0,0,,,,0.0,89.705,108.96999999999998,-57.388999999999996,33.01697655752264,245.3625377643505,95.86253776435049,332.0,14.0,62.19701092565213,8.131089559129492,78.52567975830816,48.5604782931067,38.24009207078329,6.788357128545709,0.1389728096676737,0.0327457034405675,10866.5166163142,1775.256543054129,6.075528700906345,2.3062979316755756,0.2416918429003021,0.1959042971127564,-153.1125649546828,67.6127454112321,0.02257760870556341,80.2416918429003,33.01697655752264,0.2222222222222222,1.0,0.391304347826087,0.782608695652174,0.0,0,0,103,2.200000000000003,90.5085,-1.5844999999999914,2.946592592592598
2022,Saudi Arabian Grand Prix,Q,HUL,27,Aston Martin,9,3.0,SOFT,2.0,,1,90.543,,,False,243.1,324.0,62.15996325223033,78.28571428571429,37.40261197732261,0.1228571428571428,10744.04,6.371428571428571,0.2714285714285714,23.8,26.0,57.0,1014.0,0.0,1.6,332.0,0,0,0,,,,0.0,90.802,109.17966666666668,-54.414,31.210450658927265,240.6598240469208,89.83167048202134,325.0,19.0,60.91808722976826,14.487788797403006,76.87976539589442,47.148503969934644,38.37462666540881,8.410927766531291,0.1407624633431085,0.0018227924107502014,10708.788856304986,2189.4360226669596,6.316715542521994,1.874302379816327,0.2375366568914956,0.19731727846370772,-144.10490801867823,66.05798023752806,0.022471014814194154,77.19941348973607,31.210450658927265,0.6666666666666666,1.0,0.391304347826087,0.782608695652174,0.0,0,0,103,2.1999999999999993,90.5085,0.03450000000000841,0.9289999999999949
2022,Saudi Arabian Grand Prix,Q,SAI,55,Ferrari,9,3.0,SOFT,9.0,,1,89.039,,,False,247.1743119266055,326.0,57.90957262752337,81.51070336391437,35.84217759710666,0.1314984709480122,10790.119266055046,6.379204892966361,0.2599388379204893,23.4,25.6,58.0,1014.2,0.0,3.7,307.0,0,0,0,,,,0.0,119.662,110.563,30.807000000000002,18.881418723178612,182.7337807606264,-64.21117336781401,315.0,-10.0,52.95842603110233,-5.692433647384036,51.14093959731544,-30.911048170268657,32.17880680179,-3.391055165787101,0.1342281879194631,0.002729716971450885,9864.125279642058,-956.1560659236911,4.776286353467562,-1.5662212917923775,0.0827740492170022,-0.1924553085811629,95.15240155573348,44.27638394666907,0.01852320934410441,26.073825503355692,18.881418723178612,1.0,1.0,0.391304347826087,3.5217391304347827,0.0,0,0,103,2.200000000000003,90.5085,-1.4694999999999965,5.926507407407411
2022,Saudi Arabian Grand Prix,Q,BOT,77,Alfa Romeo,9,2.0,SOFT,2.0,,1,89.523,,,False,243.83727810650888,327.0,58.94306588322932,82.00887573964496,34.8604242536966,0.1390532544378698,10726.183431952662,6.3017751479289945,0.2514792899408284,23.6,25.6,57.0,1014.2,0.0,2.7,346.0,0,0,0,,,,0.0,89.683,99.81066666666668,-30.130999999999986,18.64480979254012,243.6246153846154,59.41242576836257,325.0,20.0,59.98590891831127,-4.219609059973834,82.23076923076923,29.84476471609654,35.00915631147123,-3.852851366816701,0.1415384615384615,-0.016475082479597197,10823.28,1080.9933182844252,6.243076923076923,1.425921166869248,0.2615384615384615,0.15995832609828098,-89.4018873068241,70.5919526627219,0.022507235158792584,84.99999999999999,18.64480979254012,0.3333333333333333,0.5,0.391304347826087,0.782608695652174,0.0,0,0,105,2.0,90.5085,-0.9855000000000018,5.443500000000004
2022,Saudi Arabian Grand Prix,Q,VER,1,Red Bull Racing,10,3.0,SOFT,3.0,,1,88.945,,,False,246.3177570093458,332.0,61.24167261720789,79.83489096573209,36.45983445952819,0.1308411214953271,10894.91277258567,6.0965732087227416,0.2461059190031152,23.5,25.5,58.0,1014.2,0.0,3.4,343.0,0,0,0,,,,0.0,120.421,99.55966666666666,31.49300000000001,18.06756271148197,182.40265486725664,-63.03941830347506,309.0,-22.0,49.06547317742408,-13.758997098206493,44.79203539823009,-34.15613533347723,32.603118052000994,-5.031375483546732,0.1526548672566371,0.00021584286639320105,10211.91592920354,-633.0993146989003,4.353982300884955,-1.7466274552126055,0.0730088495575221,-0.18003993093028278,94.68507317073171,37.95431318035868,0.017859997686427778,22.55973451327433,18.06756271148197,0.3333333333333333,1.0,0.43478260869565216,1.3043478260869565,0.0,0,0,103,2.0,90.5085,-1.5635000000000048,4.018951648351653
2022,Saudi Arabian Grand Prix,Q,ALO,14,Alpine,10,2.0,SOFT,3.0,,1,89.428,,,False,247.677811550152,328.0,57.90245813962236,81.2917933130699,36.2947783922497,0.1246200607902735,10882.313069908814,5.97872340425532,0.2583586626139817,23.4,25.6,58.0,1014.2,0.0,3.7,307.0,0,0,0,,,,0.0,103.208,103.78666666666668,13.230000000000004,13.0215998709836,213.77604166666663,-30.06453804347828,309.0,-16.0,64.91188523579561,4.753126476352172,70.72916666666667,-11.702717391304347,40.719310259683546,5.892051769529502,0.1848958333333333,0.05735960144927538,10554.453125,-301.6947010869553,5.067708333333333,-0.8279438405797102,0.2135416666666666,-0.03863224637681159,43.47943387681162,57.65163845486112,0.020252663636045148,65.98437499999999,13.0215998709836,0.5,1.0,0.43478260869565216,1.3043478260869565,0.0,0,0,106,2.200000000000003,90.5085,-1.0805000000000007,2.4570138888888917
2022,Saudi Arabian Grand Prix,Q,ZHO,24,Alfa Romeo,10,2.0,SOFT,6.0,,1,89.978,,,False,243.0,326.0,60.9981490993652,81.5233918128655,35.39385903896436,0.1111111111111111,10752.520467836255,6.204678362573099,0.2631578947368421,23.8,25.9,57.0,1014.2,0.0,1.2,320.0,0,0,0,,,,0.0,128.88,115.90166666666669,38.747,20.975483553424937,170.32340425531916,-71.56809134585387,303.0,-22.0,52.23407302685501,-8.314715889416362,46.07234042553191,-34.04496162725402,39.48969638159178,2.755784019776094,0.2319148936170212,0.12341049479004179,9143.768085106383,-1617.311093779248,4.782978723404256,-1.4047045610532223,0.0489361702127659,-0.2032632432769701,110.54700623947089,35.387478497057494,0.01862522949408812,14.827659574468068,20.975483553424937,1.0,1.0,0.43478260869565216,2.608695652173913,0.0,0,0,105,2.099999999999998,90.5085,-0.5305000000000035,9.30212777777778
2022,Saudi Arabian Grand Prix,Q,HAM,44,Mercedes,10,2.0,SOFT,6.0,,1,90.343,,,False,243.6714285714285,324.0,59.282317466023954,81.86857142857143,34.32258707654026,0.1228571428571428,10770.911428571428,6.402857142857143,0.2685714285714285,23.8,26.0,57.0,1014.0,0.0,1.6,332.0,0,0,0,,,,0.0,130.421,115.26799999999999,39.831999999999994,19.717595510102132,168.56276150627616,-74.40711801179611,299.0,-23.0,66.522258962181,7.541343958015091,43.40376569037657,-37.334186116852344,38.16951798477768,2.649292615366754,0.1464435146443514,0.010901345969652615,8703.154811715482,-2049.682537682109,4.937238493723849,-1.4934843978424155,0.1129707112970711,-0.14907748147401323,114.38556152644045,37.04756569387791,0.019365781647104518,33.77824267782426,19.717595510102132,1.0,1.0,0.43478260869565216,2.608695652173913,0.0,0,0,106,2.1999999999999993,90.5085,-0.16549999999999443,6.362891666666671
2022,Saudi Arabian Grand Prix,Q,MSC,47,Haas F1 Team,10,3.0,SOFT,6.0,,1,89.92,,,False,243.62048192771084,327.0,58.67608304255828,79.08132530120481,36.76358717596688,0.1144578313253012,10791.298192771084,6.2620481927710845,0.2560240963855422,23.4,25.5,58.0,1014.2,0.0,2.7,326.0,0,0,0,,,,0.0,90.167,94.69066666666667,-13.212999999999994,8.090333259514093,242.26426426426423,29.868325177969837,327.0,4.0,59.23718774453899,-4.048469283753299,78.50150150150151,15.34921723754212,37.75313157238529,-1.9975821838823933,0.1381381381381381,-0.011608054755262887,10736.864864864863,331.8902455755233,6.2492492492492495,0.8076248837670157,0.2522522522522522,0.10250605935885118,-42.94318703983169,67.65745024303584,0.022561679376034236,82.48648648648646,8.090333259514093,1.0,1.0,0.43478260869565216,2.608695652173913,0.0,0,0,104,2.1000000000000014,90.5085,-0.5884999999999962,7.749719696969701
2022,Saudi Arabian Grand Prix,Q,RIC,3,McLaren,11,3.0,SOFT,6.0,,1,90.073,,,False,242.9209726443769,320.0,58.29749046205188,80.74468085106383,35.95773913405276,0.1033434650455927,10731.966565349545,6.151975683890577,0.2553191489361702,23.4,25.5,58.0,1014.2,0.0,2.7,326.0,0,0,0,,,,0.0,90.009,103.606,-40.53699999999999,20.11382690878756,244.79768786127167,76.44548660341005,322.0,23.0,57.67524870756171,-0.7142510065733134,80.36705202312139,44.090322463372964,36.79037304738023,1.5647654878616493,0.1069364161849711,0.0314647180717636,10862.07225433526,909.1875583184883,6.170520231213873,2.1474594345681703,0.2716763005780346,0.2171689630518292,-116.87555018722507,71.77288750041765,0.022534848533625213,87.47976878612714,20.11382690878756,1.0,1.0,0.4782608695652174,2.8695652173913047,0.0,0,0,104,2.1000000000000014,90.5085,-0.43550000000000466,7.9770129870129916
2022,Saudi Arabian Grand Prix,Q,NOR,4,McLaren,11,3.0,SOFT,6.0,,1,89.825,,,False,242.45345345345345,323.0,59.76587172692037,80.72672672672672,35.565743134866985,0.1201201201201201,10770.108108108108,6.165165165165165,0.2672672672672673,23.4,25.5,58.0,1014.2,0.0,2.7,326.0,0,0,0,,,,0.0,89.957,108.604,-55.894000000000005,27.838717583011373,243.53529411764703,93.90046265697288,320.0,24.0,58.12245684405259,10.627818218317401,80.72058823529412,50.838565763384004,35.94671802162354,3.658046822046572,0.1117647058823529,-0.0005948446794447892,10785.75,711.4878277153566,6.173529411764706,2.9132297862965415,0.2852941176470588,0.2553315708305794,-149.68269795109052,71.69887543252595,0.022577263227352727,91.29411764705881,27.838717583011373,1.0,1.0,0.4782608695652174,2.8695652173913047,0.0,0,0,104,2.1000000000000014,90.5085,-0.6834999999999951,5.622456410256414
2022,Saudi Arabian Grand Prix,Q,STR,18,Aston Martin,11,4.0,SOFT,5.0,,1,91.027,,,False,241.0265486725664,325.0,62.67670313256665,77.3716814159292,37.97340895154348,0.1651917404129793,10715.395280235987,6.36283185840708,0.2625368731563421,23.5,25.5,58.0,1014.2,0.0,3.4,343.0,0,0,0,,,,0.0,90.256,90.57833333333333,-0.16500000000000625,0.42351662698568804,242.02586206896552,-1.361234705228071,327.0,0.0,61.67047241462151,1.2326846824563376,78.41666666666667,0.32869012707722334,37.344975756011664,-0.27429968122898174,0.1724137931034483,0.008190919203155095,10731.74712643678,14.66501499982951,6.385057471264368,-0.013769508207772674,0.2356321839080459,-0.013634678262041983,1.3686484983315133,64.89655172413794,0.022550224953386835,77.05172413793102,0.42351662698568804,0.625,0.5,0.4782608695652174,2.391304347826087,0.0,0,0,103,2.0,90.5085,0.5185000000000031,1.4512095238095286
2022,Saudi Arabian Grand Prix,Q,MAG,20,Haas F1 Team,11,3.0,SOFT,6.0,,1,90.206,,,False,243.04863221884497,329.0,60.819886577552886,77.13981762917933,37.58638701699101,0.1428571428571428,10758.036474164132,6.258358662613982,0.243161094224924,23.4,25.5,58.0,1014.2,0.0,2.7,326.0,0,0,0,,,,0.0,89.831,102.96600000000001,-39.129000000000005,20.286718532083988,244.71637426900585,74.21318955563007,329.0,18.0,60.40531448876893,2.166485860019989,77.71929824561404,37.600402279584316,37.37520986834158,-4.16916122862348,0.1228070175438596,-0.04704436249860321,10915.818713450291,1628.8802845755563,6.187134502923977,1.5056058405035948,0.2660818713450292,0.2023876038291057,-113.21938253808621,68.17482302246846,0.02241645489335625,87.5409356725146,20.286718532083988,0.8571428571428571,1.0,0.4782608695652174,2.8695652173913047,0.0,0,0,105,2.1000000000000014,90.5085,-0.3024999999999949,8.439459956709962
2022,Saudi Arabian Grand Prix,Q,RUS,63,Mercedes,11,3.0,MEDIUM,6.0,,1,89.618,,,False,246.1556886227545,323.0,59.74500127837142,80.86826347305389,36.19384761784559,0.1317365269461078,10916.502994011977,6.365269461077844,0.2754491017964072,23.4,25.6,58.0,1014.2,0.0,3.4,337.0,0,0,0,,,,1.0,89.895,101.69800000000002,-35.62400000000001,19.38706603124878,244.1540785498489,69.86897216687018,325.0,23.0,60.8863108960228,2.2776780341526504,81.7190332326284,32.750948126245426,34.832624471138786,-1.102478170555088,0.1087613293051359,-0.0486854792055024,10906.489425981874,1404.1872983223002,6.296072507552871,1.6513916564890412,0.2779456193353474,0.2311371086970496,-105.38421083756505,72.83116254871716,0.022384076574786187,90.3323262839879,19.38706603124878,1.0,1.0,0.4782608695652174,2.8695652173913047,6.0,0,0,105,2.200000000000003,90.5085,-0.890500000000003,8.005249572649577
2022,Saudi Arabian Grand Prix,Q,PER,11,Red Bull Racing,12,4.0,SOFT,9.0,,1,92.296,,,False,238.02923976608187,329.0,60.13015471595943,75.55847953216374,39.31593702846551,0.1286549707602339,10743.809941520469,5.906432748538012,0.1228070175438596,23.2,24.9,62.0,1014.7,0.0,2.7,314.0,0,0,0,,,,0.0,88.924,108.57433333333334,-0.7809999999999917,28.76121850107652,247.6184615384616,2.2559237741110962,333.0,1.0,60.18948190667314,-2.0075290189789925,80.88923076923076,2.363551010922606,36.31251579578044,-1.9275762750028491,0.1169230769230769,-0.022049732744596803,10934.96,68.44338368579884,6.101538461538461,0.026009760632116574,0.2492307692307692,0.0075389263304670995,-2.9200006971880113,71.43141301775148,0.022642590274512854,82.99384615384615,28.76121850107652,1.0,1.0,0.5217391304347826,4.695652173913043,0.0,0,0,104,1.6999999999999993,90.5085,1.7875000000000085,2.946592592592598
