fold,test_gp,rmse,mae,r2,train_rows,test_rows
1,Japan,5.358128999578407,3.015580247767077,0.7271171070211395,3080,956
2,Monaco,31.472591709499866,30.73051669015791,-5.716791898686671,2194,1842
3,Silverstone,7.297582646475421,3.7151367831073587,0.7557860734393216,2798,1238
