Driver,LapTime,Compound,TyreLife,Position,lap_time_mean_3,lap_time_delta,tyre_ratio
GAS,102.923,0.0,6.0,7.0,103.21266666666668,-0.554000000000002,0.1276595744680851
GAS,102.263,0.0,7.0,7.0,102.88766666666668,-0.6599999999999966,0.14893617021276595
GAS,100.864,0.0,8.0,7.0,102.01666666666667,-1.399000000000001,0.1702127659574468
GAS,100.28,0.0,9.0,7.0,101.13566666666667,-0.5840000000000032,0.19148936170212766
GAS,99.374,0.0,10.0,7.0,100.17266666666667,-0.9060000000000059,0.2127659574468085
GAS,98.169,0.0,11.0,7.0,99.27433333333333,-1.2049999999999983,0.23404255319148937
GAS,96.252,0.0,12.0,7.0,97.93166666666667,-1.9170000000000016,0.2553191489361702
GAS,94.612,0.0,13.0,7.0,96.34433333333332,-1.6400000000000006,0.2765957446808511
GAS,93.318,0.0,14.0,7.0,94.72733333333333,-1.293999999999997,0.2978723404255319
GAS,96.097,0.0,15.0,7.0,94.67566666666666,2.7789999999999964,0.3191489361702128
GAS,91.098,0.0,16.0,7.0,93.50433333333335,-4.998999999999995,0.3404255319148936
GAS,90.098,0.0,17.0,7.0,92.431,-1.0,0.3617021276595745
GAS,89.916,0.0,18.0,7.0,90.37066666666668,-0.18200000000000216,0.3829787234042553
GAS,88.128,0.0,19.0,7.0,89.38066666666667,-1.7879999999999967,0.40425531914893614
GAS,87.856,0.0,20.0,7.0,88.63333333333333,-0.27200000000000557,0.425531914893617
GAS,86.378,0.0,21.0,7.0,87.454,-1.4779999999999944,0.44680851063829785
GAS,86.077,0.0,22.0,7.0,86.77033333333333,-0.30100000000000193,0.46808510638297873
GAS,85.607,0.0,23.0,7.0,86.02066666666667,-0.46999999999999886,0.48936170212765956
GAS,86.578,0.0,24.0,7.0,86.08733333333333,0.9710000000000036,0.5106382978723404
PER,118.19,1.0,1.0,18.0,0.0,0.0,0.030303030303030304
PER,79.704,2.0,1.0,18.0,0.0,-38.486000000000004,0.030303030303030304
PER,76.387,2.0,2.0,18.0,91.427,-3.316999999999993,0.06060606060606061
PER,76.535,2.0,3.0,18.0,77.54199999999999,0.14799999999999613,0.09090909090909091
PER,76.269,2.0,4.0,18.0,76.39699999999999,-0.26599999999999113,0.12121212121212122
PER,76.458,2.0,5.0,18.0,76.42066666666666,0.18899999999999295,0.15151515151515152
PER,77.399,2.0,6.0,18.0,76.70866666666667,0.9410000000000025,0.18181818181818182
PER,77.937,2.0,7.0,18.0,77.26466666666667,0.5379999999999967,0.21212121212121213
PER,78.254,2.0,8.0,18.0,77.86333333333334,0.3170000000000073,0.24242424242424243
PER,79.787,2.0,9.0,18.0,78.65933333333334,1.5330000000000013,0.2727272727272727
PER,79.848,2.0,10.0,18.0,79.29633333333334,0.06099999999999284,0.30303030303030304
PER,80.433,2.0,11.0,18.0,80.02266666666667,0.585000000000008,0.3333333333333333
PER,80.797,2.0,12.0,18.0,80.35933333333334,0.3639999999999901,0.36363636363636365
PER,80.283,2.0,13.0,18.0,80.50433333333334,-0.5139999999999958,0.3939393939393939
PER,80.418,2.0,14.0,18.0,80.49933333333333,0.13500000000000512,0.42424242424242425
PER,80.487,2.0,15.0,18.0,80.396,0.0689999999999884,0.45454545454545453
PER,81.315,2.0,16.0,17.0,80.74,0.828000000000003,0.48484848484848486
PER,78.092,2.0,17.0,16.0,79.96466666666667,-3.222999999999999,0.5151515151515151
PER,77.867,2.0,18.0,16.0,79.09133333333334,-0.22499999999999432,0.5454545454545454
PER,77.979,2.0,19.0,16.0,77.97933333333333,0.11199999999999477,0.5757575757575758
PER,78.523,2.0,20.0,16.0,78.123,0.5439999999999969,0.6060606060606061
PER,78.803,2.0,21.0,16.0,78.435,0.28000000000000114,0.6363636363636364
PER,78.604,2.0,22.0,16.0,78.64333333333333,-0.19899999999999807,0.6666666666666666
PER,78.624,2.0,23.0,16.0,78.67699999999999,0.01999999999999602,0.696969696969697
PER,78.541,2.0,24.0,16.0,78.58966666666667,-0.08299999999999841,0.7272727272727273
PER,79.877,2.0,25.0,16.0,79.014,1.3359999999999985,0.7575757575757576
PER,79.319,2.0,26.0,16.0,79.24566666666666,-0.5579999999999927,0.7878787878787878
PER,79.611,2.0,27.0,16.0,79.60233333333333,0.2920000000000016,0.8181818181818182
PER,79.986,2.0,28.0,16.0,79.63866666666667,0.375,0.8484848484848485
PER,80.771,2.0,29.0,16.0,80.12266666666666,0.7849999999999966,0.8787878787878788
PER,79.292,2.0,30.0,15.0,80.01633333333335,-1.4789999999999992,0.9090909090909091
PER,79.607,2.0,31.0,15.0,79.89,0.3149999999999977,0.9393939393939394
PER,82.083,2.0,32.0,16.0,80.32733333333333,2.475999999999999,0.9696969696969697
PER,106.451,2.0,33.0,19.0,89.38033333333334,24.367999999999995,1.0
PER,79.581,1.0,2.0,19.0,89.37166666666667,-26.86999999999999,0.06060606060606061
PER,76.882,1.0,3.0,19.0,87.63799999999999,-2.698999999999998,0.09090909090909091
PER,76.706,1.0,4.0,19.0,77.723,-0.17600000000000193,0.12121212121212122
PER,76.353,1.0,5.0,19.0,76.647,-0.35300000000000864,0.15151515151515152
