Driver,DriverNumber,Team,LapNumber,Stint,Compound,TyreLife,Position,TrackStatus,LapTime,Sector1Time,Sector2Time,Sector3Time,year,gp,session_code,speed_mean,speed_max,speed_std,throttle_mean,throttle_std,brake_ratio,rpm_mean,gear_mean,drs_ratio
OCO,31,Alpine,9.0,2.0,SOFT,7.0,,1,77.77,27.14,17.587,33.043,2023,Australian Grand Prix,Q,243.96853146853147,324.0,61.374225025534706,79.98601398601399,35.94176303439852,0.16433566433566432,10486.34965034965,6.101398601398602,1.0
OCO,31,Alpine,11.0,3.0,SOFT,1.0,,1,93.978,38.083,19.168,36.727,2023,Australian Grand Prix,Q,202.5857142857143,303.0,66.28580404774647,69.01142857142857,38.23872960859724,0.16285714285714287,10201.557142857142,4.814285714285714,1.0
OCO,31,Alpine,12.0,3.0,SOFT,2.0,,1,99.422,29.211,19.115,51.096,2023,Australian Grand Prix,Q,190.90106951871658,310.0,82.05241474575318,60.72192513368984,43.28188917859726,0.18181818181818182,9633.451871657753,4.660427807486631,1.0
OCO,31,Alpine,13.0,3.0,SOFT,3.0,,1,78.082,27.182,17.604,33.296,2023,Australian Grand Prix,Q,243.10689655172413,325.0,62.13857953365082,79.84482758620689,36.14666477750948,0.1724137931034483,10500.506896551724,6.048275862068966,1.0
OCO,31,Alpine,14.0,3.0,SOFT,4.0,,1,96.829,36.281,20.488,40.06,2023,Australian Grand Prix,Q,192.75277777777777,311.0,61.54928720540682,57.35,37.8778236764257,0.13055555555555556,9874.53611111111,4.747222222222222,1.0
OCO,31,Alpine,15.0,3.0,SOFT,5.0,,1,77.768,26.987,17.678,33.103,2023,Australian Grand Prix,Q,244.8566552901024,322.0,61.23903255239003,80.66552901023891,35.728677990784796,0.15699658703071673,10518.976109215017,6.112627986348123,1.0
OCO,31,Alpine,16.0,3.0,SOFT,6.0,,1,112.135,37.482,27.188,47.465,2023,Australian Grand Prix,Q,167.86651583710406,316.0,63.49901573030432,47.69230769230769,36.55028387511953,0.16515837104072398,9663.780542986426,3.9638009049773757,1.0
OCO,31,Alpine,17.0,3.0,SOFT,7.0,,1,77.866,27.046,17.566,33.254,2023,Australian Grand Prix,Q,240.42805755395685,324.0,64.09221867848116,79.13309352517986,36.24236882402668,0.16906474820143885,10449.122302158274,5.985611510791367,1.0
TSU,22,AlphaTauri,2.0,1.0,SOFT,2.0,,1,88.664,30.874,19.852,37.938,2023,Australian Grand Prix,Q,208.88990825688074,303.0,60.159298673295076,70.70030581039755,38.75028715387049,0.11926605504587157,10536.461773700306,4.957186544342508,1.0
TSU,22,AlphaTauri,3.0,1.0,SOFT,3.0,,12,81.765,27.472,18.147,36.146,2023,Australian Grand Prix,Q,229.771875,320.0,67.7455674006017,75.371875,38.27121276992509,0.109375,10657.509375,5.665625,1.0
TSU,22,AlphaTauri,5.0,2.0,SOFT,1.0,,1,107.628,46.362,20.44,40.826,2023,Australian Grand Prix,Q,176.67532467532467,271.0,64.58352988379531,58.02857142857143,39.137467586030894,0.15324675324675324,10219.742857142857,3.979220779220779,1.0
TSU,22,AlphaTauri,6.0,2.0,SOFT,2.0,,1,100.96,35.766,22.872,42.322,2023,Australian Grand Prix,Q,185.92520775623268,308.0,64.28666227249066,59.3185595567867,40.20967150280893,0.1772853185595568,10247.783933518005,4.307479224376731,1.0
TSU,22,AlphaTauri,7.0,2.0,SOFT,3.0,,1,78.799,27.246,17.899,33.654,2023,Australian Grand Prix,Q,236.51360544217687,322.0,61.67202267489754,78.29251700680273,37.16896405882459,0.12585034013605442,10777.227891156463,5.85374149659864,1.0
TSU,22,AlphaTauri,8.0,2.0,SOFT,4.0,,1,113.003,39.152,23.347,50.504,2023,Australian Grand Prix,Q,167.16435185185185,311.0,63.441540604629914,47.34027777777778,34.908198438935905,0.10648148148148148,9720.768518518518,3.9560185185185186,1.0
TSU,22,AlphaTauri,9.0,2.0,SOFT,5.0,,1,78.471,27.095,17.923000000000002,33.453,2023,Australian Grand Prix,Q,241.8474025974026,320.0,60.12879303785482,81.41558441558442,35.83080059101179,0.11363636363636363,10844.24025974026,5.9935064935064934,1.0
TSU,22,AlphaTauri,10.0,2.0,SOFT,6.0,,1,115.327,38.778,24.567,51.982,2023,Australian Grand Prix,Q,165.42558139534884,311.0,62.6546593404974,48.66279069767442,38.09465895824376,0.11395348837209303,9771.023255813954,3.9186046511627906,1.0
TSU,22,AlphaTauri,11.0,2.0,SOFT,7.0,,1,78.578,27.212,17.88,33.486,2023,Australian Grand Prix,Q,237.8310344827586,320.0,61.66408388308931,80.66896551724138,35.31706218358322,0.09655172413793103,10844.396551724138,5.834482758620689,1.0
TSU,22,AlphaTauri,13.0,3.0,SOFT,1.0,,1,130.193,70.432,20.17,39.591,2023,Australian Grand Prix,Q,144.88235294117646,273.0,95.01838906821712,50.521298174442194,43.57758771612819,0.10344827586206896,8843.036511156186,3.281947261663286,1.0
TSU,22,AlphaTauri,14.0,3.0,SOFT,2.0,,12,105.507,29.762,19.855,55.89,2023,Australian Grand Prix,Q,177.60659898477158,305.0,79.203124421797,60.129441624365484,42.297696881975554,0.13705583756345177,9929.48730964467,4.022842639593908,1.0
TSU,22,AlphaTauri,15.0,3.0,SOFT,3.0,,1,79.019,27.311,17.979,33.729,2023,Australian Grand Prix,Q,237.82333333333332,319.0,62.957798592131915,78.76333333333334,36.84870071935469,0.11333333333333333,10747.083333333334,5.9366666666666665,1.0
TSU,22,AlphaTauri,16.0,3.0,SOFT,4.0,,1,105.379,34.06,23.224,48.095,2023,Australian Grand Prix,Q,178.8639798488665,313.0,64.08080944140968,55.60201511335013,39.4575951384633,0.12090680100755667,10002.738035264483,4.2191435768261965,1.0
TSU,22,AlphaTauri,17.0,3.0,SOFT,5.0,,1,78.533,27.196,17.868,33.469,2023,Australian Grand Prix,Q,239.1296928327645,320.0,60.99789665339455,81.1433447098976,35.89568121474357,0.10580204778156997,10760.34470989761,5.986348122866894,1.0
TSU,22,AlphaTauri,19.0,4.0,SOFT,1.0,,1,108.352,47.877,19.962,40.513,2023,Australian Grand Prix,Q,176.06569343065692,275.0,71.80476963363877,60.13625304136253,40.11806872980035,0.12652068126520682,10101.970802919708,3.9878345498783454,1.0
TSU,22,AlphaTauri,20.0,4.0,SOFT,2.0,,1,99.521,29.551,19.669,50.301,2023,Australian Grand Prix,Q,191.85597826086956,308.0,73.39244232798096,64.19836956521739,42.02219859129405,0.12771739130434784,10384.766304347826,4.353260869565218,1.0
TSU,22,AlphaTauri,21.0,4.0,SOFT,3.0,,1,78.099,26.996,17.86,33.243,2023,Australian Grand Prix,Q,243.79054054054055,321.0,59.9964692044037,82.38513513513513,34.92636780596101,0.10472972972972973,10921.79054054054,6.010135135135135,1.0
NOR,4,McLaren,1.0,1.0,SOFT,1.0,,1,119.328,52.821,19.816,46.691,2023,Australian Grand Prix,Q,168.1726618705036,304.0,82.46948107343961,52.139088729016784,42.964988341742284,0.11510791366906475,9408.805755395684,4.093525179856115,1.0
NOR,4,McLaren,2.0,1.0,SOFT,2.0,,1,79.566,27.712,18.088,33.766,2023,Australian Grand Prix,Q,239.51827242524917,318.0,60.13482489377962,76.84053156146179,37.325609863959365,0.11295681063122924,10610.970099667775,6.079734219269103,1.0
NOR,4,McLaren,3.0,1.0,SOFT,3.0,,12,116.221,40.231,28.067,47.923,2023,Australian Grand Prix,Q,161.7932584269663,318.0,56.712189844612354,36.95505617977528,37.1265519323634,0.1662921348314607,10311.624719101124,3.550561797752809,1.0
NOR,4,McLaren,5.0,2.0,SOFT,1.0,,1,104.032,44.616,19.316,40.1,2023,Australian Grand Prix,Q,191.07843137254903,307.0,76.90435844667253,62.2436974789916,41.39531938745156,0.13165266106442577,10091.3081232493,4.602240896358543,1.0
NOR,4,McLaren,6.0,2.0,SOFT,2.0,,1,98.425,30.019,19.41,48.996,2023,Australian Grand Prix,Q,192.16201117318437,322.0,80.12092756951404,54.35195530726257,43.0454666027169,0.18156424581005587,10074.924581005587,4.631284916201118,1.0
NOR,4,McLaren,7.0,2.0,SOFT,3.0,,1,78.632,27.277,17.871,33.484,2023,Australian Grand Prix,Q,239.20143884892087,319.0,61.36511783947722,76.97122302158273,36.85025654134687,0.11870503597122302,10623.866906474821,6.10431654676259,1.0
NOR,4,McLaren,8.0,2.0,SOFT,4.0,,1,120.959,37.241,27.53,56.188,2023,Australian Grand Prix,Q,156.63616557734204,312.0,66.33437594153811,32.86274509803921,35.63933701216009,0.1328976034858388,9491.564270152505,3.6949891067538125,1.0
NOR,4,McLaren,9.0,2.0,SOFT,5.0,,1,97.388,27.137,24.303,45.948,2023,Australian Grand Prix,Q,191.89389920424404,319.0,64.45404424133741,51.708222811671085,41.469095917901264,0.13527851458885942,10221.259946949602,4.649867374005305,1.0
NOR,4,McLaren,10.0,2.0,SOFT,6.0,,1,78.308,27.191,17.881,33.236,2023,Australian Grand Prix,Q,243.61967213114755,324.0,59.11868865744874,78.60983606557377,35.846555773578864,0.1180327868852459,10683.35081967213,6.222950819672131,1.0
NOR,4,McLaren,11.0,2.0,SOFT,7.0,,1,106.621,34.219,25.867,46.535,2023,Australian Grand Prix,Q,176.24421593830334,309.0,54.60480794052198,39.087403598971726,36.373457677212464,0.11053984575835475,10326.580976863754,4.095115681233933,1.0
NOR,4,McLaren,12.0,2.0,SOFT,8.0,,1,78.243,27.265,17.841,33.137,2023,Australian Grand Prix,Q,240.7074829931973,323.0,61.25760643825449,77.78571428571429,36.80663892481871,0.1292517006802721,10577.744897959185,6.1768707482993195,1.0
NOR,4,McLaren,14.0,3.0,SOFT,1.0,,1,101.478,44.927,19.206,37.345,2023,Australian Grand Prix,Q,184.18041237113403,305.0,83.5104377132862,59.93814432989691,43.39972598610546,0.1056701030927835,9904.213917525773,4.373711340206185,1.0
NOR,4,McLaren,15.0,3.0,SOFT,2.0,,12,84.68,27.81,19.259,37.611,2023,Australian Grand Prix,Q,222.0251572327044,317.0,63.132472977834205,69.07232704402516,40.24582728054212,0.1320754716981132,10480.364779874213,5.584905660377358,1.0
NOR,4,McLaren,16.0,3.0,SOFT,3.0,,1,100.322,36.913,21.284,42.125,2023,Australian Grand Prix,Q,187.7801047120419,319.0,82.50283585034266,55.57068062827225,42.32376123898719,0.15968586387434555,9690.24607329843,4.698952879581152,1.0
NOR,4,McLaren,17.0,3.0,SOFT,4.0,,1,108.026,27.275,18.436,62.315,2023,Australian Grand Prix,Q,174.6460396039604,321.0,86.019998593197,45.945544554455445,41.074247423899294,0.20297029702970298,9480.579207920791,4.326732673267327,1.0
NOR,4,McLaren,18.0,4.0,SOFT,1.0,,1,105.477,45.529,19.22,40.728,2023,Australian Grand Prix,Q,178.33673469387756,301.0,70.87364122515896,51.12755102040816,41.22415868711339,0.125,10032.607142857143,4.232142857142857,1.0
NOR,4,McLaren,19.0,4.0,SOFT,2.0,,1,85.461,28.686,19.156,37.619,2023,Australian Grand Prix,Q,218.3123028391167,306.0,59.27115554641003,66.8769716088328,39.50165041788169,0.1167192429022082,10444.526813880126,5.485804416403785,1.0
NOR,4,McLaren,20.0,4.0,SOFT,3.0,,1,78.185,26.982,17.818,33.385,2023,Australian Grand Prix,Q,242.46101694915254,317.0,59.72036029978759,79.82033898305085,35.019502727955334,0.12203389830508475,10652.149152542373,6.250847457627119,1.0
NOR,4,McLaren,21.0,4.0,SOFT,4.0,,1,109.301,39.372,23.473,46.456,2023,Australian Grand Prix,Q,171.16822429906543,308.0,55.75481386365351,38.12850467289719,36.73163426901365,0.14485981308411214,10254.626168224298,3.932242990654206,1.0
NOR,4,McLaren,22.0,4.0,SOFT,5.0,,1,93.652,30.81,19.396,43.446,2023,Australian Grand Prix,Q,198.63636363636363,318.0,80.23500243019416,59.117302052785924,41.623286324656995,0.1436950146627566,10040.653958944282,4.8885630498533725,1.0
NOR,4,McLaren,23.0,4.0,SOFT,6.0,,1,78.119,27.11,17.716,33.293,2023,Australian Grand Prix,Q,241.6541095890411,323.0,60.79230782719983,78.86643835616438,36.331510614888565,0.1267123287671233,10692.407534246575,6.188356164383562,1.0
MAG,20,Haas F1 Team,1.0,1.0,SOFT,1.0,,1,118.269,49.887,20.164,48.218,2023,Australian Grand Prix,Q,165.48584905660377,309.0,83.6119585355594,52.85377358490566,43.70578979238919,0.19339622641509435,8722.655660377359,4.47877358490566,1.0
MAG,20,Haas F1 Team,2.0,1.0,SOFT,2.0,,1,79.392,27.65,18.066,33.676,2023,Australian Grand Prix,Q,237.93288590604027,324.0,63.621795434188805,76.58724832214764,37.81846731219884,0.15100671140939598,10433.28523489933,6.23489932885906,1.0
MAG,20,Haas F1 Team,3.0,1.0,SOFT,3.0,,12,117.163,42.686,27.489,46.988,2023,Australian Grand Prix,Q,162.05739514348787,312.0,58.43407350422402,43.28918322295806,43.43475212860081,0.23620309050772628,9396.719646799116,4.214128035320089,1.0
MAG,20,Haas F1 Team,5.0,2.0,SOFT,1.0,,1,104.119,37.913,22.069,44.137,2023,Australian Grand Prix,Q,185.20867208672087,289.0,69.0877854508566,60.10569105691057,42.63701947228935,0.2222222222222222,10020.0,4.569105691056911,1.0
MAG,20,Haas F1 Team,6.0,2.0,SOFT,2.0,,1,92.315,29.158,19.929,43.228,2023,Australian Grand Prix,Q,206.27966101694915,309.0,76.03881731147843,68.31638418079096,42.28222206833651,0.2033898305084746,9940.9802259887,5.313559322033898,1.0
MAG,20,Haas F1 Team,7.0,2.0,SOFT,3.0,,1,78.277,27.017,17.717,33.543,2023,Australian Grand Prix,Q,239.3059210526316,326.0,65.01999056248948,77.93092105263158,37.13126965170383,0.14144736842105263,10651.453947368422,6.154605263157895,1.0
MAG,20,Haas F1 Team,8.0,2.0,SOFT,4.0,,1,107.49,38.345,21.264,47.881,2023,Australian Grand Prix,Q,175.27073170731708,316.0,68.22322322880497,52.42926829268293,44.347771236491965,0.2121951219512195,9617.631707317074,4.490243902439024,1.0
MAG,20,Haas F1 Team,9.0,2.0,SOFT,5.0,,1,78.159,27.1,17.713,33.346,2023,Australian Grand Prix,Q,240.6958041958042,324.0,63.37990535955452,76.92307692307692,37.387600331787816,0.13986013986013987,10682.601398601399,6.1923076923076925,1.0
MAG,20,Haas F1 Team,11.0,3.0,SOFT,1.0,,1,102.358,45.869,19.502,36.987,2023,Australian Grand Prix,Q,182.51406649616368,293.0,81.50167015174458,59.549872122762146,43.556470198323595,0.15089514066496162,9341.406649616369,4.746803069053708,1.0
MAG,20,Haas F1 Team,12.0,3.0,SOFT,2.0,,12,89.645,29.17,19.043,41.432,2023,Australian Grand Prix,Q,209.84660766961653,309.0,73.33823771566311,68.99410029498524,41.70479475934278,0.1887905604719764,10018.0,5.471976401179941,1.0
MAG,20,Haas F1 Team,13.0,3.0,SOFT,3.0,,1,78.64,27.428,17.765,33.447,2023,Australian Grand Prix,Q,240.02693602693603,324.0,60.62455863622522,77.41750841750842,37.02310404274921,0.1447811447811448,10667.242424242424,6.158249158249158,1.0
MAG,20,Haas F1 Team,15.0,4.0,SOFT,1.0,,1,93.963,37.474,19.602,36.887,2023,Australian Grand Prix,Q,200.6027777777778,292.0,64.37953699234569,66.54166666666667,40.70285607959485,0.17222222222222222,10085.983333333334,5.155555555555556,1.0
MAG,20,Haas F1 Team,16.0,4.0,SOFT,2.0,,1,94.408,28.706,18.804,46.898,2023,Australian Grand Prix,Q,200.63835616438357,309.0,78.1655095065033,64.43835616438356,42.358875680767696,0.1589041095890411,9744.824657534247,5.243835616438356,1.0
MAG,20,Haas F1 Team,17.0,4.0,SOFT,3.0,,1,78.129,26.959,17.743,33.427,2023,Australian Grand Prix,Q,240.97153024911032,325.0,61.5327953278921,79.39145907473309,36.48967268291612,0.1494661921708185,10715.562277580071,6.181494661921708,1.0
DEV,21,AlphaTauri,1.0,1.0,SOFT,1.0,,1,113.608,53.603,20.513,39.492,2023,Australian Grand Prix,Q,174.9480198019802,282.0,78.0987462434806,61.0,42.258744525053594,0.13366336633663367,9715.321782178218,4.037128712871287,1.0
DEV,21,AlphaTauri,2.0,1.0,SOFT,2.0,,1,97.865,33.583,21.99,42.292,2023,Australian Grand Prix,Q,193.54223433242507,304.0,63.86322251131427,66.7683923705722,42.29286758427906,0.21525885558583105,10296.25068119891,4.610354223433243,1.0
DEV,21,AlphaTauri,3.0,1.0,SOFT,3.0,,12,79.994,27.814,18.227,33.953,2023,Australian Grand Prix,Q,237.39228295819936,322.0,62.26706636062426,79.90996784565917,36.217598604941216,0.1414790996784566,10695.778135048231,5.983922829581994,1.0
DEV,21,AlphaTauri,5.0,2.0,SOFT,1.0,,1,102.307,40.712,20.208,41.387,2023,Australian Grand Prix,Q,184.4850948509485,293.0,64.13263616753987,62.823848238482384,41.2551561380745,0.22493224932249323,10226.620596205961,4.287262872628726,1.0
DEV,21,AlphaTauri,6.0,2.0,SOFT,2.0,,1,96.356,30.448,19.486,46.422,2023,Australian Grand Prix,Q,196.22287390029325,306.0,75.0540013743747,64.3108504398827,42.07776588558004,0.17595307917888564,10232.046920821114,4.607038123167156,1.0
DEV,21,AlphaTauri,7.0,2.0,SOFT,3.0,,1,78.752,27.378,17.966,33.408,2023,Australian Grand Prix,Q,238.1335616438356,320.0,61.57480269387797,81.61301369863014,34.905432899037756,0.1404109589041096,10772.284246575342,5.962328767123288,1.0
DEV,21,AlphaTauri,8.0,2.0,SOFT,4.0,,1,109.388,35.329,20.712,53.347,2023,Australian Grand Prix,Q,172.88679245283018,306.0,70.76860314842008,54.18632075471698,41.12979744622863,0.16037735849056603,9674.787735849057,4.195754716981132,1.0
DEV,21,AlphaTauri,9.0,2.0,SOFT,5.0,,1,78.45,27.219,17.841,33.39,2023,Australian Grand Prix,Q,241.21052631578948,320.0,61.242431372228715,81.2532894736842,35.35148811458902,0.19078947368421054,10747.02302631579,6.0230263157894735,1.0
DEV,21,AlphaTauri,10.0,2.0,SOFT,6.0,,1,117.444,35.756,21.268,60.42,2023,Australian Grand Prix,Q,160.93905191873588,318.0,78.36201167793124,49.941309255079005,42.68681258208113,0.15575620767494355,9291.873589164785,3.9029345372460496,1.0
DEV,21,AlphaTauri,11.0,2.0,SOFT,7.0,,1,79.096,27.34,18.081,33.675,2023,Australian Grand Prix,Q,239.7422680412371,319.0,62.086082345765284,81.06529209621993,34.745863532034996,0.1718213058419244,10782.591065292096,6.0,1.0
DEV,21,AlphaTauri,14.0,3.0,SOFT,2.0,,1,87.559,30.07,19.674,37.815,2023,Australian Grand Prix,Q,214.91384615384615,304.0,60.80670618911084,75.79076923076923,38.30400537946602,0.13230769230769232,10879.686153846154,4.969230769230769,1.0
DEV,21,AlphaTauri,15.0,3.0,SOFT,3.0,,12,79.487,27.799,18.096,33.592,2023,Australian Grand Prix,Q,238.2200647249191,318.0,62.163145102920154,78.79288025889967,37.45892747858653,0.15210355987055016,10705.663430420713,5.977346278317152,1.0
DEV,21,AlphaTauri,16.0,3.0,SOFT,4.0,,1,94.316,34.753,20.292,39.271,2023,Australian Grand Prix,Q,200.0857142857143,309.0,62.45230681311272,64.59428571428572,39.938146610050985,0.13714285714285715,10238.654285714285,4.865714285714286,1.0
DEV,21,AlphaTauri,17.0,3.0,SOFT,5.0,,1,79.234,27.327,17.945,33.962,2023,Australian Grand Prix,Q,236.0738255033557,319.0,62.876083997427855,79.36577181208054,37.051839690985325,0.17114093959731544,10659.919463087248,5.936241610738255,1.0
DEV,21,AlphaTauri,18.0,3.0,SOFT,6.0,,1,142.642,38.073,21.635,82.934,2023,Australian Grand Prix,Q,130.28813559322035,311.0,90.65048902712579,37.866290018832395,41.747251781457535,0.18267419962335216,8231.084745762711,3.0847457627118646,1.0
DEV,21,AlphaTauri,19.0,4.0,SOFT,1.0,,1,99.171,38.723,20.497,39.951,2023,Australian Grand Prix,Q,191.65498652291106,304.0,66.75643178396255,67.1644204851752,40.249390472148406,0.16172506738544473,10314.598382749326,4.455525606469003,1.0
DEV,21,AlphaTauri,20.0,4.0,SOFT,2.0,,1,78.335,27.215,17.843,33.277,2023,Australian Grand Prix,Q,240.43708609271522,319.0,62.479772265201966,82.11258278145695,34.582088395950734,0.1490066225165563,10748.65894039735,6.0198675496688745,1.0
DEV,21,AlphaTauri,21.0,4.0,SOFT,3.0,,1,98.63,36.186,21.753,40.691,2023,Australian Grand Prix,Q,188.92432432432432,319.0,63.542100954529886,59.310810810810814,40.932996236686854,0.1945945945945946,10194.954054054055,4.4837837837837835,1.0
DEV,21,AlphaTauri,22.0,4.0,SOFT,4.0,,1,78.647,27.316,17.957,33.374,2023,Australian Grand Prix,Q,238.44745762711864,320.0,62.68577656574424,79.83389830508474,36.63094399385278,0.16610169491525423,10738.213559322034,5.979661016949152,1.0
PIA,81,McLaren,1.0,1.0,SOFT,1.0,,1,104.727,39.877,20.043,44.807,2023,Australian Grand Prix,Q,184.04724409448818,302.0,72.89038543208308,58.181102362204726,41.425599253582824,0.12860892388451445,9767.860892388451,4.574803149606299,1.0
PIA,81,McLaren,2.0,1.0,SOFT,2.0,,1,92.295,31.485,19.938,40.872,2023,Australian Grand Prix,Q,203.8376811594203,317.0,67.50006266459037,61.6,40.569306188930106,0.14202898550724638,10295.753623188406,5.069565217391304,1.0
PIA,81,McLaren,3.0,1.0,SOFT,3.0,,12,79.556,27.742,18.115,33.699,2023,Australian Grand Prix,Q,237.28938906752413,317.0,60.766341356738124,77.2508038585209,36.06492520437119,0.12218649517684887,10608.726688102894,6.093247588424437,1.0
PIA,81,McLaren,5.0,2.0,SOFT,1.0,,1,99.085,41.183,20.02,37.882,2023,Australian Grand Prix,Q,193.23876404494382,298.0,66.3539528324898,58.89325842696629,39.851341498272056,0.13764044943820225,10172.345505617977,4.72191011235955,1.0
PIA,81,McLaren,6.0,2.0,SOFT,2.0,,1,100.162,30.185,19.761,50.216,2023,Australian Grand Prix,Q,189.24791086350976,306.0,84.5006518095443,56.325905292479106,43.26567494813021,0.20891364902506965,9527.807799442897,4.816155988857939,1.0
PIA,81,McLaren,7.0,2.0,SOFT,3.0,,1,79.203,27.455,17.914,33.834,2023,Australian Grand Prix,Q,237.006993006993,319.0,62.40119167817303,77.27272727272727,35.91045038106557,0.11538461538461539,10611.632867132867,6.059440559440559,1.0
PIA,81,McLaren,8.0,2.0,SOFT,4.0,,1,122.726,40.234,23.788,58.704,2023,Australian Grand Prix,Q,154.65442764578833,307.0,69.8140806885556,35.91360691144708,38.237312760947,0.14254859611231102,8818.792656587473,4.025917926565874,1.0
PIA,81,McLaren,9.0,2.0,SOFT,5.0,,1,78.702,27.306,17.894,33.502,2023,Australian Grand Prix,Q,237.54397394136808,320.0,62.54488992756807,75.8729641693811,37.74510510630007,0.14006514657980457,10607.742671009772,6.0814332247557,1.0
PIA,81,McLaren,10.0,2.0,SOFT,6.0,,1,138.607,41.492,22.889,74.226,2023,Australian Grand Prix,Q,137.70777988614802,315.0,74.92616134693675,29.79696394686907,35.5447898013142,0.07400379506641366,8508.19165085389,3.4060721062618597,1.0
PIA,81,McLaren,11.0,2.0,SOFT,7.0,,1,78.517,27.289,17.865,33.363,2023,Australian Grand Prix,Q,238.53310104529618,321.0,59.92645362897506,78.1951219512195,35.54614223610899,0.11149825783972125,10694.020905923346,6.055749128919861,1.0
ZHO,24,Alfa Romeo,1.0,1.0,SOFT,1.0,,1,116.707,52.619,19.933,44.155,2023,Australian Grand Prix,Q,166.53734939759036,303.0,81.25024223054695,53.440963855421685,43.566770999244625,0.1614457831325301,8761.0578313253,4.493975903614458,1.0
ZHO,24,Alfa Romeo,2.0,1.0,SOFT,2.0,,1,79.958,28.049,18.03,33.879,2023,Australian Grand Prix,Q,236.247491638796,320.0,62.02407211889994,76.90301003344482,37.32876732633862,0.14046822742474915,10446.484949832777,6.1638795986622075,1.0
ZHO,24,Alfa Romeo,3.0,1.0,SOFT,3.0,,12,102.17,35.981,24.35,41.839,2023,Australian Grand Prix,Q,185.54040404040404,315.0,55.07528457462184,54.68434343434343,41.93187793508379,0.2474747474747475,9757.020202020201,4.896464646464646,1.0
ZHO,24,Alfa Romeo,5.0,2.0,SOFT,1.0,,1,100.314,39.429,20.382,40.503,2023,Australian Grand Prix,Q,193.0225988700565,292.0,61.87490393637868,63.155367231638415,40.76862284287986,0.1864406779661017,9833.54802259887,5.0508474576271185,1.0
ZHO,24,Alfa Romeo,6.0,2.0,SOFT,2.0,,1,92.551,30.647,20.087,41.817,2023,Australian Grand Prix,Q,205.3679525222552,313.0,63.9656337671709,64.76261127596439,41.63271267392404,0.21068249258160238,10160.649851632048,5.261127596439169,1.0
ZHO,24,Alfa Romeo,7.0,2.0,SOFT,3.0,,1,78.767,27.371,17.941,33.455,2023,Australian Grand Prix,Q,241.68661971830986,321.0,59.21772455614556,78.91901408450704,36.856475394831726,0.12323943661971831,10629.415492957747,6.25,1.0
ZHO,24,Alfa Romeo,8.0,2.0,SOFT,4.0,,1,114.429,34.967,22.391,57.071,2023,Australian Grand Prix,Q,162.31746031746033,313.0,75.26283574543577,47.35600907029478,41.94149351873077,0.21315192743764172,8978.41723356009,4.26077097505669,1.0
ZHO,24,Alfa Romeo,9.0,2.0,SOFT,5.0,,1,78.54,27.348,17.828,33.364,2023,Australian Grand Prix,Q,239.57049180327868,320.0,63.136150250924665,78.24590163934427,37.03139481437592,0.12131147540983607,10589.609836065574,6.170491803278688,1.0
ZHO,24,Alfa Romeo,10.0,2.0,SOFT,6.0,,1,112.204,36.154,22.295,53.755,2023,Australian Grand Prix,Q,166.57882352941178,306.0,71.4406273050897,47.82823529411765,42.13759081127525,0.25882352941176473,9472.847058823529,4.195294117647059,1.0
ZHO,24,Alfa Romeo,11.0,2.0,SOFT,7.0,,1,78.676,27.323,17.93,33.423,2023,Australian Grand Prix,Q,239.72473867595818,320.0,62.71974668013481,77.83275261324042,37.300235855074426,0.13937282229965156,10607.198606271777,6.181184668989547,1.0
SAR,2,Williams,2.0,1.0,SOFT,2.0,,1,87.166,31.139,19.754,36.273,2023,Australian Grand Prix,Q,218.59692307692308,306.0,59.61807966214687,71.20307692307692,38.65128193788138,0.14153846153846153,10386.923076923076,5.766153846153846,1.0
SAR,2,Williams,3.0,1.0,SOFT,3.0,,12,102.386,27.455,17.781,57.15,2023,Australian Grand Prix,Q,180.77694235588973,324.0,98.80948558657515,57.07017543859649,41.73239812165387,0.17293233082706766,9449.441102756893,4.7819548872180455,1.0
SAR,2,Williams,5.0,3.0,SOFT,1.0,,1,96.427,39.814,19.168,37.445,2023,Australian Grand Prix,Q,200.1081871345029,305.0,69.3742664662501,61.707602339181285,39.54739390051309,0.1608187134502924,10004.698830409357,5.280701754385965,1.0
SAR,2,Williams,6.0,3.0,SOFT,2.0,,1,97.837,31.826,25.658,40.353,2023,Australian Grand Prix,Q,192.8356940509915,311.0,67.20115813089386,58.3399433427762,40.41423321786138,0.17563739376770537,9779.118980169971,5.175637393767706,1.0
SAR,2,Williams,7.0,3.0,SOFT,3.0,,1,78.891,27.364,17.569,33.958,2023,Australian Grand Prix,Q,240.55208333333334,326.0,64.94616421710892,75.37152777777777,38.316272619913676,0.13541666666666666,10790.850694444445,6.243055555555555,1.0
SAR,2,Williams,8.0,3.0,SOFT,4.0,,1,114.857,36.131,22.2,56.526,2023,Australian Grand Prix,Q,164.84424379232505,318.0,84.50883180734834,48.932279909706544,41.78370204463646,0.18284424379232506,8865.056433408578,4.45823927765237,1.0
SAR,2,Williams,9.0,3.0,SOFT,5.0,,1,78.557,27.329,17.552,33.676,2023,Australian Grand Prix,Q,237.88448844884488,325.0,64.96180633090395,76.003300330033,38.02251845422073,0.132013201320132,10785.14191419142,6.148514851485149,1.0
