Driver,DriverNumber,Team,LapNumber,Stint,Compound,TyreLife,FreshTyre,Position,LapTime,Sector1Time,Sector2Time,Sector3Time,PitInTime,PitOutTime,TrackStatus,IsPersonalBest,year,gp,session_code,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,speed_mean,speed_max,throttle_mean,brake_mean,rpm_mean,gear_mean
HAM,44,Mercedes,64.0,3.0,INTERMEDIATE,10.0,True,4.0,98.957,26.34,46.965,25.652,,,1,False,2023,Monaco,R,0 days 02:29:42.981000,23.0,65.0,1013.2,True,27.7,146,1.7,119.46236559139786,272.0,30.74462365591398,0.32526881720430106,7952.104838709677,3.217741935483871
HAM,44,Mercedes,65.0,3.0,INTERMEDIATE,11.0,True,4.0,97.636,26.21,46.748,24.678,,,1,False,2023,Monaco,R,0 days 02:30:42.980000,23.0,66.0,1013.2,True,27.2,141,1.6,121.06068601583114,273.0,32.53562005277045,0.32189973614775724,7934.306068601583,3.337730870712401
HAM,44,Mercedes,66.0,3.0,INTERMEDIATE,12.0,True,4.0,96.203,25.65,46.234,24.319,,,1,False,2023,Monaco,R,0 days 02:32:42.978000,23.1,66.0,1013.2,True,27.4,146,1.6,121.824,276.0,33.54933333333334,0.2906666666666667,8052.128,3.2666666666666666
HAM,44,Mercedes,67.0,3.0,INTERMEDIATE,13.0,True,4.0,94.539,24.931,45.823,23.785,,,1,False,2023,Monaco,R,0 days 02:34:42.992000,23.1,65.0,1013.2,True,27.4,152,1.7,125.96610169491525,276.0,34.166666666666664,0.3135593220338983,8081.279661016949,3.437853107344633
HAM,44,Mercedes,68.0,3.0,INTERMEDIATE,14.0,True,4.0,92.866,25.098,44.929,22.839,,,1,False,2023,Monaco,R,0 days 02:35:42.975000,23.1,65.0,1013.2,True,27.6,136,1.7,127.92045454545455,277.0,35.71875,0.2897727272727273,8169.409090909091,3.4801136363636362
HAM,44,Mercedes,69.0,3.0,INTERMEDIATE,15.0,True,4.0,93.757,25.503,46.04,22.214,,,12,False,2023,Monaco,R,0 days 02:37:42.973000,23.3,63.0,1013.2,False,27.8,138,2.0,124.34084507042253,273.0,35.16056338028169,0.30704225352112674,8090.056338028169,3.332394366197183
HAM,44,Mercedes,70.0,3.0,INTERMEDIATE,16.0,True,4.0,89.68,24.15,43.741,21.789,,,1,False,2023,Monaco,R,0 days 02:38:43.003000,23.4,62.0,1013.2,False,28.1,151,1.6,131.11515151515152,278.0,38.19090909090909,0.2787878787878788,8328.424242424242,3.478787878787879
HAM,44,Mercedes,71.0,3.0,INTERMEDIATE,17.0,True,4.0,89.667,23.981,43.91,21.776,,,1,False,2023,Monaco,R,0 days 02:40:42.970000,23.5,62.0,1013.0,False,28.7,148,1.7,131.42729970326408,273.0,37.89317507418398,0.28486646884273,8262.854599406528,3.5816023738872405
HAM,44,Mercedes,72.0,3.0,INTERMEDIATE,18.0,True,4.0,89.415,24.343,43.25,21.822,,,1,False,2023,Monaco,R,0 days 02:41:42.968000,23.6,59.0,1013.0,False,29.0,137,2.0,132.55357142857142,280.0,37.666666666666664,0.27976190476190477,8294.92857142857,3.580357142857143
HAM,44,Mercedes,73.0,3.0,INTERMEDIATE,19.0,True,4.0,87.735,24.122,42.18,21.433,,,1,False,2023,Monaco,R,0 days 02:43:43.013000,23.7,57.0,1013.0,False,29.6,139,1.3,135.92168674698794,281.0,39.45180722891566,0.2921686746987952,8491.027108433735,3.61144578313253
HAM,44,Mercedes,74.0,3.0,INTERMEDIATE,20.0,True,4.0,86.304,22.776,42.149,21.379,,,1,False,2023,Monaco,R,0 days 02:44:43.012000,23.8,57.0,1013.0,False,30.0,138,1.3,132.97826086956522,282.0,39.65217391304348,0.2950310559006211,8456.829192546584,3.5
HAM,44,Mercedes,75.0,3.0,INTERMEDIATE,21.0,True,4.0,85.242,22.534,41.383,21.325,,,1,False,2023,Monaco,R,0 days 02:46:43.026000,23.8,56.0,1013.0,False,30.3,146,1.5,138.75460122699386,284.0,43.24233128834356,0.27607361963190186,8717.177914110429,3.6104294478527605
HAM,44,Mercedes,76.0,3.0,INTERMEDIATE,22.0,True,4.0,84.651,22.174,41.007,21.47,,,1,False,2023,Monaco,R,0 days 02:47:43.040000,23.9,57.0,1013.0,False,30.4,138,1.5,139.63836477987422,284.0,44.57232704402516,0.27044025157232704,8762.550314465409,3.6163522012578615
HAM,44,Mercedes,77.0,3.0,INTERMEDIATE,23.0,True,4.0,86.21,22.41,42.33,21.47,,,1,False,2023,Monaco,R,0 days 02:48:43.055000,23.9,57.0,1012.9,False,30.7,136,1.7,136.29969418960243,282.0,43.03669724770642,0.26299694189602446,8700.66360856269,3.4984709480122325
HAM,44,Mercedes,78.0,3.0,INTERMEDIATE,24.0,True,4.0,85.105,22.304,40.622,22.179,,,1,False,2023,Monaco,R,0 days 02:50:43.068000,23.9,58.0,1012.9,False,30.7,135,1.5,138.56965944272446,279.0,41.6656346749226,0.29102167182662536,8721.130030959752,3.6625386996904026
SAI,55,Ferrari,1.0,1.0,HARD,1.0,True,4.0,87.39,,38.45,21.607,,,12,False,2023,Monaco,R,0 days 01:02:42.715000,25.2,44.0,1013.4,False,43.1,153,0.8,138.10324483775813,278.0,47.50737463126843,0.2890855457227139,9131.05604719764,3.383480825958702
SAI,55,Ferrari,2.0,1.0,HARD,2.0,True,4.0,80.593,21.218,37.827,21.548000000000002,,,1,True,2023,Monaco,R,0 days 01:03:42.714000,25.2,44.0,1013.4,False,43.1,48,1.0,146.40575079872204,282.0,45.01277955271566,0.329073482428115,9001.626198083068,3.7859424920127798
SAI,55,Ferrari,3.0,1.0,HARD,3.0,True,4.0,79.958,21.064,37.555,21.339,,,1,True,2023,Monaco,R,0 days 01:05:42.712000,25.3,45.0,1013.4,False,42.8,18,1.0,146.18151815181517,283.0,48.46534653465346,0.31683168316831684,9035.24092409241,3.745874587458746
SAI,55,Ferrari,4.0,1.0,HARD,4.0,True,4.0,79.482,20.956,37.33,21.196,,,1,True,2023,Monaco,R,0 days 01:06:42.711000,25.4,45.0,1013.5,False,42.8,115,1.0,150.11986301369862,283.0,48.41438356164384,0.3116438356164384,9127.688356164384,3.797945205479452
SAI,55,Ferrari,5.0,1.0,HARD,5.0,True,4.0,78.723,20.71,37.12,20.893,,,1,True,2023,Monaco,R,0 days 01:07:42.710000,25.5,44.0,1013.5,False,42.4,161,1.3,150.13804713804714,283.0,47.03703703703704,0.3333333333333333,9145.037037037036,3.8417508417508417
SAI,55,Ferrari,6.0,1.0,HARD,6.0,True,4.0,78.764,20.816,37.126,20.822,,,1,False,2023,Monaco,R,0 days 01:09:42.723000,25.4,44.0,1013.5,False,41.6,76,0.8,152.09797297297297,282.0,48.773648648648646,0.3344594594594595,9287.412162162162,3.875
SAI,55,Ferrari,7.0,1.0,HARD,7.0,True,4.0,78.697,20.775,37.01,20.912,,,1,True,2023,Monaco,R,0 days 01:10:42.722000,25.4,44.0,1013.5,False,41.4,50,0.6,150.33552631578948,279.0,48.161184210526315,0.33223684210526316,9157.930921052632,3.861842105263158
SAI,55,Ferrari,8.0,1.0,HARD,8.0,True,4.0,78.637,20.773,36.906,20.958,,,1,True,2023,Monaco,R,0 days 01:11:42.721000,25.4,44.0,1013.5,False,40.9,359,0.8,148.88095238095238,283.0,48.12925170068027,0.30612244897959184,9109.238095238095,3.806122448979592
SAI,55,Ferrari,9.0,1.0,HARD,9.0,True,4.0,78.306,20.663,36.899,20.744,,,1,True,2023,Monaco,R,0 days 01:13:42.719000,25.5,43.0,1013.5,False,41.2,140,1.2,150.70034843205576,283.0,47.79442508710802,0.34146341463414637,9187.181184668989,3.822299651567944
SAI,55,Ferrari,10.0,1.0,HARD,10.0,True,4.0,78.07,20.574,36.868,20.628,,,1,True,2023,Monaco,R,0 days 01:14:42.718000,25.5,42.0,1013.5,False,40.9,137,2.2,149.67118644067796,282.0,50.03389830508475,0.31186440677966104,9195.057627118644,3.783050847457627
SAI,55,Ferrari,11.0,1.0,HARD,11.0,True,4.0,78.265,20.59,36.442,21.233,,,1,False,2023,Monaco,R,0 days 01:15:42.717000,25.4,43.0,1013.5,False,40.2,142,1.2,150.03378378378378,288.0,50.12162162162162,0.34459459459459457,9290.908783783783,3.7804054054054053
SAI,55,Ferrari,12.0,1.0,HARD,12.0,True,4.0,78.947,20.805,37.196,20.946,,,12,False,2023,Monaco,R,0 days 01:16:42.700000,25.3,44.0,1013.5,False,40.0,1,0.6,149.1919191919192,281.0,46.65319865319865,0.3501683501683502,9170.006734006734,3.787878787878788
SAI,55,Ferrari,13.0,1.0,HARD,13.0,True,4.0,78.286,20.536,36.877,20.873,,,1,False,2023,Monaco,R,0 days 01:18:42.714000,25.4,43.0,1013.5,False,40.1,136,0.6,151.84827586206896,281.0,48.1551724137931,0.3448275862068966,9192.644827586208,3.872413793103448
SAI,55,Ferrari,14.0,1.0,HARD,14.0,True,4.0,78.107,20.482,36.785,20.84,,,12,False,2023,Monaco,R,0 days 01:19:42.713000,25.4,43.0,1013.5,False,40.1,146,1.2,152.23154362416108,285.0,49.88255033557047,0.3187919463087248,9238.79865771812,3.8557046979865772
SAI,55,Ferrari,15.0,1.0,HARD,15.0,True,4.0,77.883,20.449,36.664,20.77,,,1,True,2023,Monaco,R,0 days 01:20:42.712000,25.3,43.0,1013.5,False,39.9,148,0.8,153.99659863945578,285.0,49.204081632653065,0.3129251700680272,9257.401360544218,3.877551020408163
SAI,55,Ferrari,16.0,1.0,HARD,16.0,True,4.0,78.239,20.46,36.943,20.836,,,1,False,2023,Monaco,R,0 days 01:22:42.710000,25.3,44.0,1013.5,False,39.5,129,0.8,150.38333333333333,285.0,49.086666666666666,0.3333333333333333,9167.103333333333,3.8333333333333335
SAI,55,Ferrari,17.0,1.0,HARD,17.0,True,4.0,78.36,20.415,36.946,20.999,,,1,False,2023,Monaco,R,0 days 01:23:42.724000,25.3,44.0,1013.5,False,39.5,168,0.8,153.35117056856188,285.0,49.391304347826086,0.30434782608695654,9226.909698996655,3.9364548494983276
SAI,55,Ferrari,18.0,1.0,HARD,18.0,True,4.0,78.178,20.502,36.871,20.805,,,1,False,2023,Monaco,R,0 days 01:24:42.723000,25.2,44.0,1013.5,False,39.8,145,0.8,149.51379310344828,286.0,49.42413793103448,0.3137931034482759,9162.413793103447,3.793103448275862
SAI,55,Ferrari,19.0,1.0,HARD,19.0,True,4.0,77.999,20.392,36.833,20.774,,,1,False,2023,Monaco,R,0 days 01:26:42.737000,25.3,42.0,1013.5,False,39.9,132,0.6,151.15807560137458,285.0,49.15807560137457,0.3230240549828179,9208.494845360825,3.8316151202749142
SAI,55,Ferrari,20.0,1.0,HARD,20.0,True,4.0,78.032,20.401,36.775,20.856,,,1,False,2023,Monaco,R,0 days 01:27:42.751000,25.3,42.0,1013.5,False,39.9,142,1.2,150.3190789473684,285.0,48.6875,0.3256578947368421,9181.815789473685,3.825657894736842
SAI,55,Ferrari,21.0,1.0,HARD,21.0,True,4.0,78.006,20.39,36.736,20.88,,,1,False,2023,Monaco,R,0 days 01:28:42.766000,25.3,43.0,1013.5,False,39.7,91,2.0,150.14335664335664,285.0,50.32167832167832,0.3076923076923077,9231.013986013986,3.772727272727273
SAI,55,Ferrari,22.0,1.0,HARD,22.0,True,4.0,78.007,20.423,36.784,20.8,,,1,False,2023,Monaco,R,0 days 01:29:42.780000,25.4,43.0,1013.5,False,39.2,154,1.3,152.5218855218855,286.0,49.976430976430976,0.32323232323232326,9219.579124579124,3.8922558922558923
SAI,55,Ferrari,23.0,1.0,HARD,23.0,True,4.0,78.006,20.33,36.88,20.796,,,1,False,2023,Monaco,R,0 days 01:31:42.794000,25.3,43.0,1013.4,False,39.1,151,1.2,150.9863481228669,284.0,48.29692832764505,0.3242320819112628,9286.269624573379,3.8088737201365186
SAI,55,Ferrari,24.0,1.0,HARD,24.0,True,4.0,77.912,20.413,36.821,20.678,,,1,False,2023,Monaco,R,0 days 01:32:42.808000,25.4,42.0,1013.4,False,39.0,141,1.1,151.7312925170068,285.0,49.86734693877551,0.3231292517006803,9229.78911564626,3.836734693877551
SAI,55,Ferrari,25.0,1.0,HARD,25.0,True,4.0,77.464,20.294,36.541,20.629,,,1,True,2023,Monaco,R,0 days 01:33:42.823000,25.4,42.0,1013.2,False,39.0,140,1.5,154.77241379310345,286.0,52.95172413793104,0.3103448275862069,9345.724137931034,3.906896551724138
SAI,55,Ferrari,26.0,1.0,HARD,26.0,True,4.0,77.366,20.202,36.551,20.613,,,1,True,2023,Monaco,R,0 days 01:35:42.852000,25.3,42.0,1013.2,False,38.6,132,1.2,151.08695652173913,285.0,50.207357859531776,0.3110367892976589,9235.85618729097,3.82943143812709
SAI,55,Ferrari,27.0,1.0,HARD,27.0,True,4.0,77.318,20.213,36.424,20.681,,,1,True,2023,Monaco,R,0 days 01:36:42.851000,25.3,42.0,1013.2,False,38.8,131,0.6,148.4795918367347,286.0,48.65986394557823,0.3435374149659864,9180.469387755102,3.802721088435374
SAI,55,Ferrari,28.0,1.0,HARD,28.0,True,4.0,77.316,20.15,36.544,20.622,,,1,True,2023,Monaco,R,0 days 01:37:42.850000,25.4,42.0,1013.4,False,39.1,158,1.2,152.91496598639455,286.0,51.414965986394556,0.3197278911564626,9290.149659863946,3.880952380952381
SAI,55,Ferrari,29.0,1.0,HARD,29.0,True,4.0,77.171,20.143,36.494,20.534,,,1,True,2023,Monaco,R,0 days 01:39:42.848000,25.4,41.0,1013.2,False,38.9,166,0.8,154.7542662116041,285.0,52.09556313993174,0.3242320819112628,9326.153583617748,3.931740614334471
SAI,55,Ferrari,30.0,1.0,HARD,30.0,True,4.0,77.22,20.161,36.514,20.545,,,1,False,2023,Monaco,R,0 days 01:40:42.847000,25.5,41.0,1013.2,False,38.8,81,1.1,151.7235494880546,285.0,52.08532423208191,0.29692832764505117,9283.119453924915,3.8122866894197953
SAI,55,Ferrari,31.0,1.0,HARD,31.0,True,4.0,77.465,20.157,36.592,20.716,,,1,False,2023,Monaco,R,0 days 01:41:42.846000,25.6,41.0,1013.4,False,38.6,168,0.8,153.14814814814815,287.0,51.22895622895623,0.3434343434343434,9291.430976430976,3.8922558922558923
SAI,55,Ferrari,32.0,1.0,HARD,32.0,True,3.0,77.18,20.196,36.534,20.45,,,1,False,2023,Monaco,R,0 days 01:42:42.844000,25.6,40.0,1013.4,False,38.4,110,1.0,152.02105263157895,286.0,51.47017543859649,0.312280701754386,9237.343859649123,3.863157894736842
SAI,55,Ferrari,33.0,1.0,HARD,33.0,True,6.0,93.612,20.097,36.115,37.4,6304.67,,1,False,2023,Monaco,R,0 days 01:44:42.842000,25.6,40.0,1013.4,False,38.4,156,1.0,124.85714285714286,283.0,52.34285714285714,0.30857142857142855,8560.134285714286,3.18
SAI,55,Ferrari,34.0,2.0,MEDIUM,1.0,True,7.0,80.767,23.131,36.729,20.907,,6328.904,1,False,2023,Monaco,R,0 days 01:45:42.857000,25.5,41.0,1013.5,False,38.4,147,1.2,149.18032786885246,286.0,49.96393442622951,0.32459016393442625,9272.265573770492,3.724590163934426
SAI,55,Ferrari,35.0,2.0,MEDIUM,2.0,True,7.0,76.628,20.045,36.092,20.491,,,1,True,2023,Monaco,R,0 days 01:47:42.870000,25.5,41.0,1013.4,False,37.9,174,1.1,154.34827586206896,287.0,50.00344827586207,0.3275862068965517,9399.013793103448,3.8241379310344827
SAI,55,Ferrari,36.0,2.0,MEDIUM,3.0,True,7.0,77.979,20.576999999999998,36.864,20.538,,,1,False,2023,Monaco,R,0 days 01:48:42.869000,25.4,41.0,1013.4,False,37.9,154,1.6,151.09698996655518,286.0,48.76254180602007,0.3277591973244147,9162.923076923076,3.802675585284281
SAI,55,Ferrari,37.0,2.0,MEDIUM,4.0,True,7.0,77.565,20.276,36.516,20.773,,,1,False,2023,Monaco,R,0 days 01:49:42.884000,25.3,41.0,1013.4,False,37.6,145,1.1,155.46341463414635,287.0,52.282229965156795,0.30313588850174217,9287.212543554007,3.9442508710801394
SAI,55,Ferrari,38.0,2.0,MEDIUM,5.0,True,7.0,76.786,20.022,36.221,20.543,,,1,False,2023,Monaco,R,0 days 01:50:42.914000,25.3,41.0,1013.2,False,37.5,140,1.3,152.5612244897959,286.0,51.30952380952381,0.29931972789115646,9281.486394557824,3.86734693877551
SAI,55,Ferrari,39.0,2.0,MEDIUM,6.0,True,7.0,77.175,20.233,36.431,20.511,,,1,False,2023,Monaco,R,0 days 01:52:42.912000,25.3,41.0,1013.4,False,36.8,158,1.2,152.49829351535837,288.0,50.310580204778155,0.3174061433447099,9223.372013651877,3.8703071672354947
SAI,55,Ferrari,40.0,2.0,MEDIUM,7.0,True,7.0,77.023,20.122,36.431,20.47,,,1,False,2023,Monaco,R,0 days 01:53:42.926000,25.3,41.0,1013.2,False,36.7,143,1.0,154.03780068728523,288.0,50.065292096219935,0.30927835051546393,9338.61855670103,3.879725085910653
SAI,55,Ferrari,41.0,2.0,MEDIUM,8.0,True,7.0,76.651,20.007,36.156,20.488,,,1,False,2023,Monaco,R,0 days 01:54:42.941000,25.3,41.0,1013.4,False,36.8,152,1.2,153.49484536082474,287.0,50.42611683848797,0.3161512027491409,9301.182130584193,3.8831615120274914
SAI,55,Ferrari,42.0,2.0,MEDIUM,9.0,True,7.0,76.467,20.085,36.003,20.379,,,1,True,2023,Monaco,R,0 days 01:56:42.954000,25.3,41.0,1013.2,False,36.5,109,1.2,155.62989323843416,288.0,52.3914590747331,0.31316725978647686,9309.2384341637,3.9572953736654806
SAI,55,Ferrari,43.0,2.0,MEDIUM,10.0,True,7.0,76.449,20.016,36.171,20.262,,,1,True,2023,Monaco,R,0 days 01:57:42.969000,25.2,42.0,1013.4,False,36.4,151,0.8,153.4731543624161,289.0,52.281879194630875,0.3087248322147651,9302.255033557047,3.912751677852349
SAI,55,Ferrari,44.0,2.0,MEDIUM,11.0,True,6.0,77.76,20.063,36.889,20.808,,,1,False,2023,Monaco,R,0 days 01:58:42.968000,25.2,42.0,1013.4,False,36.3,155,1.1,151.03135888501743,289.0,48.76655052264808,0.30313588850174217,9177.721254355401,3.8536585365853657
SAI,55,Ferrari,45.0,2.0,MEDIUM,12.0,True,6.0,77.146,20.158,36.414,20.574,,,1,False,2023,Monaco,R,0 days 01:59:42.967000,25.2,42.0,1013.4,False,36.3,0,0.0,152.53287197231833,289.0,50.78892733564014,0.3044982698961938,9232.795847750866,3.8546712802768166
SAI,55,Ferrari,46.0,2.0,MEDIUM,13.0,True,6.0,77.22,20.165,36.446,20.609,,,1,False,2023,Monaco,R,0 days 02:01:42.980000,25.0,43.0,1013.2,False,36.1,131,0.8,153.16780821917808,287.0,51.082191780821915,0.3150684931506849,9252.86301369863,3.9452054794520546
SAI,55,Ferrari,47.0,2.0,MEDIUM,14.0,True,5.0,76.732,19.971,36.344,20.417,,,1,False,2023,Monaco,R,0 days 02:02:42.979000,25.0,43.0,1013.4,False,36.0,70,0.8,153.24745762711865,288.0,51.362711864406776,0.30847457627118646,9272.552542372881,3.8610169491525426
SAI,55,Ferrari,48.0,2.0,MEDIUM,15.0,True,5.0,76.561,19.911,36.34,20.31,,,1,False,2023,Monaco,R,0 days 02:03:42.963000,25.1,42.0,1013.4,False,36.0,145,1.0,153.3639455782313,290.0,50.724489795918366,0.3197278911564626,9252.683673469388,3.9149659863945576
SAI,55,Ferrari,49.0,2.0,MEDIUM,16.0,True,5.0,77.014,20.044,36.254,20.716,,,1,False,2023,Monaco,R,0 days 02:05:42.976000,25.0,42.0,1013.2,False,35.8,163,1.0,150.4982817869416,290.0,49.72508591065292,0.31958762886597936,9131.52233676976,3.8762886597938144
SAI,55,Ferrari,50.0,2.0,MEDIUM,17.0,True,5.0,76.917,19.994,36.438,20.485,,,1,False,2023,Monaco,R,0 days 02:06:42.975000,25.0,43.0,1013.4,False,35.8,158,0.6,153.5441696113074,290.0,50.35335689045937,0.303886925795053,9242.275618374559,3.908127208480565
SAI,55,Ferrari,51.0,2.0,MEDIUM,18.0,True,5.0,79.013,20.198,37.492,21.323,,,1,False,2023,Monaco,R,0 days 02:07:42.974000,25.0,43.0,1013.2,False,35.7,130,1.1,150.0,289.0,47.18983050847458,0.3559322033898305,9091.823728813559,3.8203389830508474
SAI,55,Ferrari,52.0,2.0,MEDIUM,19.0,True,5.0,86.201,20.715,42.567,22.919,,,1,False,2023,Monaco,R,0 days 02:08:42.973000,25.0,43.0,1013.4,False,35.7,0,0.4,135.43384615384616,289.0,42.10769230769231,0.3415384615384615,8628.633846153845,3.4923076923076923
SAI,55,Ferrari,53.0,2.0,MEDIUM,20.0,True,5.0,90.068,23.352,44.89,21.826,,,1,False,2023,Monaco,R,0 days 02:10:42.971000,24.9,42.0,1013.2,False,35.2,172,1.2,131.36119402985074,288.0,39.811940298507466,0.36716417910447763,8444.382089552239,3.4417910447761195
SAI,55,Ferrari,54.0,2.0,MEDIUM,21.0,True,3.0,97.315,23.705,48.995,24.615,,,1,False,2023,Monaco,R,0 days 02:11:42.970000,24.8,42.0,1013.2,True,35.1,75,0.6,122.96153846153847,282.0,36.05769230769231,0.3543956043956044,8236.576923076924,3.2115384615384617
SAI,55,Ferrari,55.0,2.0,MEDIUM,22.0,True,8.0,139.381,27.227,61.073,51.081,8104.653,,12,False,2023,Monaco,R,0 days 02:13:42.967000,24.7,43.0,1013.2,True,34.7,0,0.8,84.15759849906192,261.0,27.054409005628518,0.30393996247654786,7069.75234521576,2.217636022514071
SAI,55,Ferrari,56.0,3.0,INTERMEDIATE,1.0,True,8.0,102.32,28.536,47.711,26.073,,8133.684,21,False,2023,Monaco,R,0 days 02:15:42.965000,24.6,44.0,1013.2,True,34.0,201,0.8,115.21522309711285,269.0,35.77690288713911,0.3123359580052493,8108.427821522309,2.9711286089238844
SAI,55,Ferrari,57.0,3.0,INTERMEDIATE,2.0,True,8.0,101.192,27.406,47.54,26.246,,,1,False,2023,Monaco,R,0 days 02:17:42.979000,24.3,48.0,1013.2,True,32.8,276,0.5,116.28238341968913,274.0,32.92227979274612,0.2979274611398964,7986.878238341969,3.0673575129533677
SAI,55,Ferrari,58.0,3.0,INTERMEDIATE,3.0,True,8.0,103.462,28.269,47.551,27.642,,,12,False,2023,Monaco,R,0 days 02:19:43.039000,24.0,51.0,1013.2,True,31.3,0,1.2,114.20854271356784,271.0,32.81909547738694,0.31909547738693467,8193.690954773869,2.806532663316583
SAI,55,Ferrari,59.0,3.0,INTERMEDIATE,4.0,True,8.0,102.82,27.817,48.032,26.971,,,12,False,2023,Monaco,R,0 days 02:20:42.976000,24.0,52.0,1013.2,True,30.1,127,0.6,115.1417525773196,269.0,31.239690721649485,0.35051546391752575,8063.23969072165,2.9896907216494846
SAI,55,Ferrari,60.0,3.0,INTERMEDIATE,5.0,True,8.0,103.041,28.314,47.757,26.97,,,21,False,2023,Monaco,R,0 days 02:22:42.973000,23.9,51.0,1013.2,True,29.6,189,1.2,114.77023498694517,269.0,31.634464751958223,0.34464751958224543,8119.590078328982,2.926892950391645
SAI,55,Ferrari,61.0,3.0,INTERMEDIATE,6.0,True,8.0,102.633,27.462,48.317,26.854,,,12,False,2023,Monaco,R,0 days 02:24:43.065000,23.6,58.0,1013.2,True,29.2,154,1.3,115.06994818652849,268.0,31.66580310880829,0.33678756476683935,8097.637305699482,2.9507772020725387
SAI,55,Ferrari,62.0,3.0,INTERMEDIATE,7.0,True,8.0,100.78,27.047,47.352,26.381,,,1,False,2023,Monaco,R,0 days 02:26:42.969000,23.5,62.0,1013.2,True,28.4,132,1.3,120.84293193717278,273.0,33.31151832460733,0.34554973821989526,8475.965968586388,2.9581151832460733
SAI,55,Ferrari,63.0,3.0,INTERMEDIATE,8.0,True,8.0,99.899,26.585,47.117,26.197,,,1,False,2023,Monaco,R,0 days 02:27:42.968000,23.3,62.0,1013.2,True,28.2,146,1.8,118.98177083333333,278.0,33.908854166666664,0.3333333333333333,8297.388020833334,2.9791666666666665
SAI,55,Ferrari,64.0,3.0,INTERMEDIATE,9.0,True,8.0,99.306,26.304,46.863,26.139,,,1,False,2023,Monaco,R,0 days 02:29:42.981000,23.0,65.0,1013.2,True,27.7,146,1.7,119.7277628032345,274.0,33.80323450134771,0.33153638814016173,8329.638814016173,2.9946091644204853
SAI,55,Ferrari,65.0,3.0,INTERMEDIATE,10.0,True,8.0,97.838,26.011,46.533,25.294,,,1,False,2023,Monaco,R,0 days 02:31:42.979000,23.1,67.0,1013.2,True,27.4,134,1.6,121.8241469816273,273.0,32.84776902887139,0.34120734908136485,8427.120734908136,3.020997375328084
SAI,55,Ferrari,66.0,3.0,INTERMEDIATE,11.0,True,8.0,96.238,25.843,45.748,24.647,,,1,False,2023,Monaco,R,0 days 02:32:42.978000,23.1,66.0,1013.2,True,27.4,146,1.6,121.34482758620689,281.0,34.97082228116711,0.32360742705570295,8466.249336870027,2.9787798408488064
SAI,55,Ferrari,67.0,3.0,INTERMEDIATE,12.0,True,8.0,94.999,25.342,45.459,24.198,,,1,False,2023,Monaco,R,0 days 02:34:42.992000,23.1,65.0,1013.2,True,27.4,152,1.7,124.88636363636364,281.0,36.26988636363637,0.3494318181818182,8493.323863636364,3.1107954545454546
SAI,55,Ferrari,68.0,3.0,INTERMEDIATE,13.0,True,8.0,93.322,24.78,45.051,23.491,,,12,False,2023,Monaco,R,0 days 02:35:42.975000,23.1,65.0,1013.2,True,27.6,136,1.7,127.27714285714286,280.0,36.81428571428572,0.3628571428571429,8565.31142857143,3.165714285714286
SAI,55,Ferrari,69.0,3.0,INTERMEDIATE,14.0,True,8.0,95.394,25.113,45.521,24.76,,,21,False,2023,Monaco,R,0 days 02:37:42.973000,23.3,63.0,1013.2,False,27.8,138,2.0,120.93406593406593,278.0,34.18956043956044,0.3489010989010989,8291.420329670329,3.0467032967032965
SAI,55,Ferrari,70.0,3.0,INTERMEDIATE,15.0,True,8.0,92.13,24.889,44.372,22.869,,,1,False,2023,Monaco,R,0 days 02:39:42.971000,23.5,63.0,1013.2,False,28.2,140,1.7,127.45588235294117,283.0,37.194117647058825,0.34411764705882353,8574.011764705883,3.1882352941176473
SAI,55,Ferrari,71.0,3.0,INTERMEDIATE,16.0,True,8.0,89.92,23.868,43.533,22.519,,,1,False,2023,Monaco,R,0 days 02:40:42.970000,23.5,62.0,1013.0,False,28.7,148,1.7,130.48809523809524,283.0,38.830357142857146,0.3601190476190476,8755.235119047618,3.2142857142857144
SAI,55,Ferrari,72.0,3.0,INTERMEDIATE,17.0,True,8.0,89.849,23.449,44.07,22.33,,,1,False,2023,Monaco,R,0 days 02:42:42.999000,23.6,58.0,1013.0,False,29.2,136,2.0,131.85507246376812,284.0,39.04927536231884,0.3507246376811594,8656.71884057971,3.301449275362319
SAI,55,Ferrari,73.0,3.0,INTERMEDIATE,18.0,True,8.0,87.84,23.244,42.559,22.037,,,1,False,2023,Monaco,R,0 days 02:43:43.013000,23.7,57.0,1013.0,False,29.6,139,1.3,132.8204334365325,284.0,41.14551083591331,0.33436532507739936,8684.185758513931,3.3684210526315788
SAI,55,Ferrari,74.0,3.0,INTERMEDIATE,19.0,True,8.0,88.585,24.031,42.481,22.073,,,1,False,2023,Monaco,R,0 days 02:45:43.011000,23.8,57.0,1013.0,False,30.0,125,1.1,132.34604105571847,276.0,38.152492668621704,0.36070381231671556,8737.4926686217,3.304985337243402
SAI,55,Ferrari,75.0,3.0,INTERMEDIATE,20.0,True,8.0,86.388,22.468,41.871,22.049,,,1,False,2023,Monaco,R,0 days 02:46:43.026000,23.8,56.0,1013.0,False,30.3,146,1.5,137.3957055214724,285.0,42.45398773006135,0.3312883435582822,8729.35582822086,3.5061349693251533
